circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,آفاق تونس,أجيال التحدي,أهداف الثورة أولا,االتكتل من اجل العمل والحريات,اتحاد القوى الشبابية,الأصالة,الاتحاد الوطني الحر,الاتحاد من اجل تونس,التحالف الديمقراطي,التيار الديمقراطي,الثقافة والعمل,الجبهة الشعبية,الجبهة الوطنية التونسية,الجبهة الوطنية للانقاذ,الحركة الدستورية,الحركة الديمقراطية للاصلاح والبناء,الحزب الجمهوري,الحزب الجمهوري المغاربي,الطليعة الشبابية,العريضة الشعبية,المؤتمر الشعبي,المؤتمر من أجل الجمهورية,المستقبل من أجل تونس,الوحدويين الاحرار,الوفاء لمشروع الشهيد,اليسر,تونس العزيزة,تونسنا الغالية,تيار المحبة,حركة التونسي,حركة الديمقراطيين الاشتراكيين,حركة الشعب,حركة النهضة,حركة نداء تونس,حركة وفاء,حزب الأمان,حزب العمل التونسي,حزب المبادرة,حزب المجد,حزب الوسط الاجتماعي,صفاقسنا,صوت الريف,صوت صفاقس,قوى 14 جانفي,observers
24,1,6,28,1,289,179,400,0,221,221,179,400,0,0,170,6,3,179,0,False,1815,1920,0,0,0,0,0,0,7,1,1,1,1,4,0,0,0,0,0,1,2,0,0,3,0,0,1,0,0,0,2,2,0,12,77,44,2,1,1,3,1,0,0,1,1,1,حركة نداء تونس:3  حركة النهضة:1  الاتحاد الوطني الحر:1  الطليعة الشبابية:1  
24,1,6,27,1,440,291,500,1,209,210,290,500,0,1,272,16,2,290,0,False,1830,,3,0,0,4,2,0,0,2,2,0,1,1,0,0,0,1,1,1,109,2,0,2,1,1,0,1,0,1,25,0,0,2,43,42,0,0,0,19,0,0,1,2,2,1,حركة نداء تونس:3  تيار المحبة:1  الجبهة الشعبية:1  الحزب الجمهوري:1  حزب المبادرة:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
24,1,5,25,1,289,196,400,0,204,218,196,400,14,0,182,9,5,196,0,False,1815,1948,2,2,1,1,1,1,10,0,4,2,0,2,1,1,1,0,0,1,1,0,0,8,0,3,0,0,1,0,1,1,0,0,109,13,4,1,0,7,0,0,2,1,0,0,التحالف الديمقراطي:1  الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  
24,1,5,24,1,170,133,200,0,67,67,133,200,0,0,123,10,0,133,0,False,1817,1957,0,0,1,1,0,0,2,0,1,1,0,0,0,1,1,1,0,0,1,0,0,4,0,0,0,0,1,1,0,2,1,1,27,73,0,0,0,1,1,1,0,0,0,0,الاتحاد الوطني الحر:1  حركة نداء تونس:2  التحالف الديمقراطي:1  حركة النهضة:1  الحزب الجمهوري:1  
24,1,5,23,1,423,311,496,0,185,185,311,496,0,0,287,16,8,311,0,False,1840,2135,5,0,0,0,2,0,4,1,2,4,1,2,0,1,1,4,2,1,54,3,0,25,0,4,2,0,2,1,5,0,1,5,89,37,3,2,1,17,0,0,1,1,3,1,:  
24,1,5,22,2,395,258,500,0,242,242,258,500,0,0,250,8,0,258,0,False,1808,2031,1,0,0,0,0,0,10,1,2,0,0,1,0,0,0,0,1,0,6,1,0,26,0,1,0,0,0,0,0,0,0,1,153,44,1,0,0,0,0,1,0,0,0,0,الجبهة الشعبية:1  الحزب الجمهوري:1  حركة نداء تونس:1  حركة النهضة:1  
24,1,4,21,1,202,171,301,0,130,130,171,301,0,0,159,10,1,170,0,False,1820,1945,2,0,0,0,0,0,8,1,1,0,9,0,0,1,0,0,33,0,2,0,0,0,1,0,0,0,0,0,1,0,1,8,43,44,1,0,0,1,0,0,1,1,1,0,:  
24,1,4,19,1,437,318,500,0,182,182,318,500,0,0,293,22,3,318,0,False,18:30,19:53,10,0,0,4,1,0,4,0,0,0,5,4,15,1,2,0,13,1,6,3,0,10,1,1,1,0,0,0,7,5,0,31,73,87,3,0,0,3,0,0,0,0,0,2,االتكتل من اجل العمل والحريات:  حركة النهضة:  حركة الشعب:  الطليعة الشبابية:  آفاق تونس:  الجبهة الشعبية:  الاتحاد الوطني الحر:  الثقافة والعمل:  حركة نداء تونس:3  
24,1,4,18,1,216,145,300,2,153,155,145,300,0,0,137,5,3,145,0,True,18h,19h15,1,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,30,44,45,0,1,0,1,0,1,1,0,0,0,الحزب الجمهوري:1  حركة الشعب:1  حركة النهضة:1  حركة نداء تونس:1  الثقافة والعمل:1  
24,1,4,17,1,223,175,300,1,124,125,174,299,1,1,162,5,7,174,0,False,"18,15",20,10,1,0,0,0,0,1,1,0,1,31,0,3,0,1,0,1,0,2,2,0,0,0,0,0,0,1,1,1,0,0,5,53,43,0,0,0,1,0,0,0,1,2,0,حركة الشعب:  حركة النهضة:  آفاق تونس:  حركة نداء تونس:  الثقافة والعمل:  حزب المبادرة:  
24,1,4,15,3,444,310,476,0,166,166,310,476,0,0,305,4,1,310,0,False,18:15,20:30,20,1,0,2,0,0,11,2,2,0,9,2,0,1,0,0,1,0,2,1,1,12,0,1,0,0,0,0,0,0,0,72,58,99,2,0,0,2,0,0,0,1,2,1,حركة النهضة:  الثقافة والعمل:  آفاق تونس:  الجبهة الشعبية:  حركة نداء تونس:  
24,1,4,15,2,445,321,500,1,178,179,321,500,0,0,317,1,3,321,0,False,1830,2000,29,0,0,0,0,0,7,1,3,0,7,2,2,0,1,1,3,0,0,0,1,1,0,0,0,0,0,1,2,1,0,88,61,101,2,0,0,0,0,0,0,1,1,1,حركة نداء تونس:1  حركة النهضة:1  حركة الشعب:1  الثقافة والعمل:1  
24,1,4,14,6,525,331,600,1,268,269,331,600,0,0,330,0,1,331,0,True,1830,2005,8,0,0,3,0,0,12,0,1,1,13,19,2,0,0,0,2,0,29,0,0,18,0,0,0,0,0,0,2,0,0,16,79,121,1,0,1,1,0,0,0,0,1,0,حركة نداء تونس:1  حركة النهضة:1  حزب المجد:1  الثقافة والعمل:1  
24,1,4,14,5,525,350,600,0,250,250,350,600,0,0,347,3,0,350,0,True,1830,2045,11,0,0,3,0,0,10,0,1,1,22,9,7,0,0,0,4,0,25,0,0,11,0,0,0,1,0,0,0,0,1,26,100,110,2,1,0,1,0,0,0,0,1,0,الطليعة الشبابية:1  حركة الشعب:1  آفاق تونس:1  حزب المبادرة:1  حركة النهضة:1  حركة نداء تونس:1  
24,1,4,14,4,525,349,600,2,249,251,349,600,0,0,349,0,0,349,0,False,18:30,20:50,9,0,0,0,0,1,8,1,3,4,20,13,0,0,1,1,4,0,25,0,0,15,1,4,0,0,0,0,1,2,0,26,104,101,2,0,0,2,0,0,1,0,0,0,حركة نداء تونس:1  حركة النهضة:1  
24,1,4,14,3,525,411,600,3,186,189,411,600,0,0,397,4,10,411,0,False,18:20,20:55,5,0,0,0,1,0,5,0,4,5,13,7,1,0,0,0,7,0,30,1,0,11,1,2,0,0,0,1,3,1,0,44,122,132,0,0,0,1,0,0,0,0,0,0,حركة الشعب:1  الاتحاد الوطني الحر:1  حركة وفاء:1  آفاق تونس:1  الحزب الجمهوري:1  حركة نداء تونس:1  الجبهة الشعبية:1  الثقافة والعمل:1  
24,1,4,14,2,525,439,600,1,160,161,439,600,0,0,428,4,7,439,0,True,19,21:30,9,2,0,0,0,0,9,0,5,2,14,20,0,0,1,0,5,0,22,3,0,11,0,1,1,0,0,1,4,2,0,43,122,140,2,0,0,3,0,0,1,5,0,0,الحزب الجمهوري:1  حزب المبادرة:1  حركة النهضة:1  الاتحاد الوطني الحر:1  الثقافة والعمل:1  الجبهة الشعبية:1  حركة نداء تونس:1  الطليعة الشبابية:1  
24,1,4,14,1,525,423,600,21,157,178,422,600,0,1,399,13,10,422,0,False,1846,2100,8,1,0,3,3,1,7,4,5,0,19,7,3,3,1,1,7,0,15,3,0,9,0,1,1,2,1,2,2,2,1,33,95,145,5,0,0,3,1,1,1,0,2,1,آفاق تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  حركة الشعب:1  حزب المبادرة:1  الجبهة الشعبية:1  :  
24,1,3,13,1,79,60,100,0,40,40,60,100,0,0,60,0,0,60,0,True,18.00,19.30,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,16,0,0,0,0,1,0,0,0,0,3,0,1,1,14,16,0,0,0,0,1,0,0,1,0,0,حركة نداء تونس:3  حركة النهضة:1  
24,1,3,12,1,77,62,100,0,38,38,62,100,0,0,54,4,4,62,0,False,18:00,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,5,0,1,0,4,37,1,0,1,0,0,0,0,0,0,0,حركة النهضة:  حركة نداء تونس:3  تيار المحبة:  
24,1,3,11,1,181,109,200,0,91,91,109,200,0,0,100,8,1,109,0,False,18:00,19:07,7,0,0,0,0,0,9,0,2,0,1,1,0,1,0,1,3,0,7,2,0,0,0,2,0,0,0,0,2,1,0,1,28,27,1,0,1,2,0,0,0,0,1,0,حركة النهضة:  حركة نداء تونس:  الحزب الجمهوري:2  الاتحاد الوطني الحر:  
24,1,3,10,1,222,132,300,0,168,168,132,300,0,0,122,2,8,132,0,False,1830,2000,9,0,0,0,1,0,4,1,1,0,0,0,0,0,0,0,17,0,7,1,0,1,0,0,0,0,0,2,3,0,1,1,20,47,1,0,1,1,0,0,1,0,2,0,الحزب الجمهوري:1  آفاق تونس:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  
24,1,3,9,1,207,109,301,0,192,192,109,301,0,0,104,3,2,109,0,False,18.00,18.30,1,2,0,0,0,0,2,0,1,0,1,0,0,1,2,0,0,1,3,0,0,0,0,1,1,0,0,0,3,2,0,1,9,69,2,0,0,0,0,1,0,0,1,0,حركة نداء تونس:1  حركة النهضة:1  التحالف الديمقراطي:1  
24,1,2,8,1,213,138,300,0,162,162,138,300,0,0,136,0,2,138,0,False,18.00,19.47,0,1,0,0,0,0,7,0,14,1,0,1,1,0,0,0,3,0,2,0,0,1,0,3,0,0,1,1,0,0,0,11,68,14,2,0,1,2,0,1,0,1,0,0,حركة نداء تونس:3  الحزب الجمهوري:1  حركة النهضة:1  الاتحاد الوطني الحر:1  حركة الشعب:1  
24,1,2,7,1,186,113,200,1,87,87,112,200,0,1,104,6,2,112,0,False,18.05,19.10,1,2,0,0,0,0,3,0,1,0,0,1,0,1,1,0,9,0,3,0,0,2,1,0,3,0,0,1,1,0,0,11,48,12,0,0,1,0,0,0,1,1,0,0,حركة الشعب:1  الحزب الجمهوري:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
24,1,2,6,1,194,142,300,2,156,158,142,300,0,0,141,0,1,142,0,False,18.30,20.00,0,0,0,2,0,0,3,0,5,0,1,0,0,0,1,0,1,0,1,3,0,0,0,0,1,1,0,0,7,1,2,20,58,21,2,1,0,6,1,2,1,0,0,0,حركة الشعب:1  الحزب الجمهوري:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
24,1,2,5,1,242,165,300,8,127,135,165,300,0,0,158,5,2,165,0,False,18:15,20:00,0,0,0,0,0,1,2,1,3,0,0,1,1,1,0,0,1,3,1,1,0,2,0,3,0,0,0,0,3,1,0,33,74,17,0,0,0,0,1,1,3,2,2,0,حركة نداء تونس:  حركة النهضة:  الحزب الجمهوري:  التحالف الديمقراطي:  الاتحاد الوطني الحر:  حركة الشعب:  
24,1,2,4,1,475,291,500,0,209,209,291,500,0,0,264,9,18,291,0,True,18:20,,2,1,1,1,0,1,7,2,11,1,0,3,0,0,1,2,8,1,2,4,0,8,0,2,0,0,3,0,10,1,0,35,122,23,1,1,1,4,2,1,1,0,0,1,حركة النهضة:  حركة نداء تونس:  الحزب الجمهوري:  التحالف الديمقراطي:  حركة الشعب:  
24,1,2,3,1,359,165,400,0,235,235,165,400,0,0,152,9,4,165,0,True,18h15,19h45,1,2,0,1,1,1,3,3,0,3,0,0,1,2,0,1,1,0,11,2,2,2,0,2,0,0,0,2,5,2,0,9,30,54,5,0,0,0,0,3,0,3,0,0,حركة الشعب:1  الحزب الجمهوري:1  حركة النهضة:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  
24,1,1,2,1,162,101,199,0,98,98,101,199,0,0,97,2,2,101,0,False,18h15,20h,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,1,8,4,5,0,0,0,0,1,0,1,0,0,1,0,2,4,42,20,0,0,1,1,0,0,0,1,0,0,الحزب الجمهوري:1  حركة النهضة:1  حركة نداء تونس:2  
24,1,1,1,2,462,195,500,0,305,305,195,500,0,0,189,4,2,195,0,False,18:30,20:10,0,1,0,0,0,0,4,0,4,1,0,1,0,0,0,0,33,0,13,0,1,9,0,1,0,0,0,0,0,1,0,6,81,29,2,0,2,0,0,0,0,0,0,0,التحالف الديمقراطي:  الاتحاد الوطني الحر:  الطليعة الشبابية:  الحزب الجمهوري:  حركة النهضة:  حركة نداء تونس:  
24,1,1,1,1,463,350,500,1,149,150,350,500,0,0,329,21,0,350,0,False,18:00,19:50,2,1,1,2,1,0,3,1,5,1,0,3,1,1,1,2,13,5,21,1,0,6,1,3,0,0,1,0,5,4,0,30,112,91,1,3,2,0,0,2,0,1,2,0,الحزب الجمهوري:  الجبهة الشعبية:  آفاق تونس:  الاتحاد الوطني الحر:  حركة نداء تونس:  حركة النهضة:  الطليعة الشبابية:  
