circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,أبناء الشعب,أمن شامل لانقاذ تونس,اتحاد القوى الشبابية,اتحاد شباب ديمقراطي تونسي,آفاق تونس,الأمان,الاتحاد الوطني الحر,الاتحاد من أجل تونس ,البناء الوطني,التحالف الديمقراطي,التيار الديمقراطي,الثقافة والعمل,الجبهة الشعبية,الجبهة الوطنية التونسية,الحركة الدستورية,الحركة الديمقراطية للاصلاح والبناء,الحزب الجمهوري,الحزب الجمهوري المغربي,الحزب الليبرالي التونسي,الربيع العربي لتحقيق السيادة الاقتصادية,الشعب يريد,القائمة البرقيبية,المؤتمر من أجل الجمهورية,النور للديمقراطية والتنمية,اليد في اليد,تونس للجميع,تيار المحبة الائتلافية ,تيار صوت الشعب الحر,حركة التونسي,حركة الديمقراطيين الاشتراكيين,حركة الشباب الوطني التونسي,حركة الشعب,حركة النهضة,حركة نداء تونس,حركة وفاء,حزب التكتل,حزب العمل التونسي,حزب اللقاء الدستوري,حزب المبادرة,حزب المجد,صوت شعب تونس,عزم-توكل-بناء,لنا الحق,محيطنا نماء لثروتنا,نداء قرطاج,observers
2,7,1,56,2,589,516,700,3,181,184,516,700,0,0,500,10,6,516,0,False,"18,50","21,30",0,0,0,1,15,2,7,17,0,2,12,0,12,1,2,0,0,1,0,0,0,4,0,1,2,4,1,1,1,1,0,0,91,302,5,5,0,0,5,2,0,0,1,1,1,حركة النهضة:  حركة نداء تونس:  
2,7,1,56,1,589,515,700,5,180,185,515,700,0,0,508,4,3,515,0,False,"18,30","22,45",0,0,0,0,21,0,8,6,1,5,12,2,14,2,3,0,8,3,2,0,0,2,2,0,1,4,3,1,1,0,0,2,100,289,1,5,1,1,5,1,1,0,0,0,1,حركة نداء تونس:  حركة النهضة:  
2,5,7,46,7,573,293,600,3,306,309,291,600,0,2,271,15,5,291,0,True,19.11,22.19,0,0,0,0,3,0,11,3,0,1,8,0,16,2,0,1,5,1,0,0,0,1,5,0,0,5,2,2,1,0,0,0,66,128,3,5,0,0,1,0,0,0,0,0,1,حركة النهضة:1  حركة نداء تونس:2  
2,5,7,46,6,578,367,700,0,333,333,367,700,0,0,350,13,4,367,0,False,19.00,23.45,0,1,0,0,13,0,30,1,0,2,8,0,18,1,0,0,7,1,0,0,2,1,2,0,0,3,2,0,0,0,0,1,74,172,4,1,0,0,0,2,1,0,0,0,3,الجبهة الشعبية:  حركة نداء تونس:  حركة النهضة:  
2,5,7,46,5,578,359,700,0,341,341,359,700,0,0,353,2,4,359,0,False,18.15,21.25,1,1,0,0,8,0,11,2,0,1,9,2,7,0,0,0,10,0,0,0,0,0,4,0,0,3,1,0,0,0,1,0,70,209,3,2,0,0,1,0,3,1,0,0,3,حركة النهضة:  حركة نداء تونس:  الاتحاد الوطني الحر:  
2,5,7,46,4,578,417,700,0,283,283,417,700,0,0,408,4,5,417,0,False,18:30,20:10,0,1,0,1,6,1,11,1,1,5,9,2,14,4,0,0,14,1,0,1,0,1,3,1,2,5,3,2,1,1,0,1,92,200,8,3,1,0,2,3,1,0,0,2,4,الجبهة الشعبية:  حركة نداء تونس:  حركة النهضة:  
2,5,7,46,3,578,436,700,0,264,264,436,700,0,0,397,34,5,436,0,False,18:38,21:29,1,1,1,1,8,1,15,2,2,1,4,2,14,2,1,3,7,2,1,0,1,1,5,1,0,9,4,3,0,0,1,1,100,172,8,4,1,2,4,2,3,1,1,1,3,حركة نداء تونس:  حركة النهضة:  الاتحاد الوطني الحر:  
2,5,7,46,2,578,416,700,0,284,284,416,700,0,0,367,40,9,416,0,False,18.30,22.20,2,0,1,1,5,1,15,1,2,0,5,2,7,2,0,1,5,1,0,0,2,3,0,0,0,8,3,2,4,4,0,1,82,178,5,7,0,0,2,9,1,2,0,0,3,حركة نداء تونس:  حركة النهضة:  الاتحاد الوطني الحر:  
2,5,7,46,1,578,447,700,4,250,254,447,701,1,0,447,25,6,478,1,False,18.00,22.00,1,2,0,0,9,0,12,2,2,1,4,4,6,3,0,1,12,2,1,0,1,1,1,0,0,10,5,1,2,1,1,3,87,200,10,13,2,1,3,2,1,0,2,3,4,حركة نداء تونس:  حركة النهضة:  الحزب الجمهوري:  الاتحاد الوطني الحر:  
2,5,6,45,3,574,347,700,1,352,353,347,700,0,0,342,4,1,347,0,False,18.54,21.55,0,1,1,0,20,0,18,2,0,3,7,0,16,0,0,0,2,0,0,0,0,3,7,0,0,3,2,1,0,0,0,0,67,179,0,2,0,1,2,3,2,0,0,0,0,حركة النهضة:  حركة نداء تونس:  
2,5,6,45,2,573,381,700,0,319,319,381,700,0,0,374,7,0,381,0,False,19.00,21.50,0,1,0,0,15,1,14,1,0,3,15,0,8,1,1,0,7,0,0,1,1,0,4,0,0,1,1,0,0,0,0,2,83,202,1,4,0,0,3,0,1,0,0,0,3,حركة نداء تونس:  حركة النهضة:  افاق تونس:  
2,5,6,45,1,573,434,699,2,263,265,434,699,0,0,414,10,10,434,0,False,1906,2310,0,0,2,0,11,1,8,2,0,2,5,1,8,1,2,0,6,3,1,1,0,4,4,1,0,3,4,1,0,0,2,1,82,231,4,10,1,0,2,4,1,0,1,2,2,افاق تونس:1  حركة النهضة:1  
2,5,6,44,8,541,354,599,1,244,245,354,599,0,0,351,1,2,354,0,False,18.35,21.00,0,1,0,0,11,0,10,3,0,2,13,1,14,2,0,0,4,0,0,0,0,2,7,0,0,1,0,0,0,0,0,1,71,195,7,4,0,0,1,0,1,0,0,0,0,الحزب الجمهوري:1  حركة النهضة:1  حركة نداء تونس:1  
2,5,6,44,7,545,420,600,1,179,180,420,600,0,0,412,3,5,420,0,False,1810,2055,0,0,0,1,24,0,19,4,0,5,16,0,14,1,2,0,7,0,0,0,0,0,5,0,0,3,3,0,0,0,0,1,96,203,0,2,0,0,3,1,0,0,1,0,1,حركة نداء تونس:1  الاتحاد من أجل تونس :1  حركة النهضة:1  
2,5,6,44,6,545,443,600,2,155,157,443,600,0,0,440,1,2,443,0,True,18.00,23.15,0,0,0,0,18,0,15,9,0,3,21,0,13,0,2,0,7,0,1,0,0,1,11,0,0,1,0,0,0,0,0,1,94,231,4,5,0,0,2,1,0,0,0,0,0,الاتحاد الوطني الحر:1  حركة النهضة:2  حركة نداء تونس:1  
2,5,6,44,5,545,461,699,1,237,238,461,699,0,0,454,2,5,461,0,False,"18,40","21,50",0,0,0,1,19,0,13,2,0,2,20,1,11,1,0,0,7,1,0,0,0,1,7,0,0,1,2,0,0,0,0,0,158,193,5,5,0,2,0,1,0,0,1,0,0,حركة نداء تونس:  الجبهة الشعبية:  حركة النهضة:  
2,5,6,44,4,545,446,600,2,152,154,446,600,0,0,442,1,3,446,0,False,1831,2030,1,0,0,0,16,0,10,7,0,1,9,0,14,2,0,0,11,0,0,1,0,3,8,0,0,1,4,0,2,0,0,2,115,219,1,3,1,1,6,3,0,0,1,0,0,حركة نداء تونس:1  حركة النهضة:1  
2,5,6,44,3,546,439,600,5,156,161,439,600,0,0,427,11,1,439,0,False,18.37,22.04,0,0,0,0,11,1,7,7,0,1,8,3,13,2,2,0,3,4,0,0,0,2,2,0,0,3,1,1,0,0,2,1,107,229,2,4,0,0,4,4,0,2,0,0,1,الاتحاد من أجل تونس :1  حركة النهضة:1  حركة نداء تونس:1  
2,5,6,44,2,545,477,601,2,122,124,477,601,0,0,461,11,5,477,0,True,19,"22,50",0,1,0,0,15,0,6,2,0,2,8,0,10,2,2,0,8,2,0,0,0,4,3,0,1,0,0,0,0,1,0,0,149,233,1,4,1,1,2,1,0,0,0,0,2,حركة النهضة:  حركة نداء تونس:  
2,5,6,44,1,545,481,601,1,119,120,481,601,0,0,454,14,13,481,0,False,1800,2235,0,1,0,0,13,3,9,6,1,1,2,2,10,2,0,1,11,2,1,3,0,2,1,0,1,8,2,0,2,1,1,2,118,225,3,9,1,0,3,3,3,1,0,0,0,حركة نداء تونس:2  حزب التكتل:1  
2,5,5,43,3,476,357,600,2,241,243,357,600,0,0,353,2,2,357,0,False,19.00,,0,0,0,0,16,0,15,6,0,2,14,0,12,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,65,194,3,4,0,0,1,1,1,0,0,0,1,حركة النهضة:1  حركة نداء تونس:1  
2,5,5,43,2,476,390,600,2,208,210,390,600,0,0,377,9,4,390,0,False,18.57,22.30,0,2,0,0,11,1,16,1,0,0,8,1,13,0,0,0,10,0,0,0,0,1,2,0,1,2,5,2,0,0,0,0,94,190,3,7,0,1,3,0,1,2,0,0,0,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  
2,5,5,42,6,570,350,700,1,350,351,349,700,0,1,345,3,1,349,0,False,19.10,22.17,0,0,0,0,11,0,15,6,0,3,4,2,10,0,1,0,11,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,71,202,1,3,0,0,1,0,0,0,0,0,0,افاق تونس:1  حركة النهضة:1  حركة نداء تونس:1  
2,5,5,42,5,572,402,700,1,297,298,402,700,0,0,396,3,3,408,0,False,18.00,,0,0,0,0,28,1,20,4,0,1,9,0,12,0,0,0,5,0,0,0,0,1,4,0,1,2,1,0,0,0,0,1,45,253,3,3,0,0,0,1,0,0,0,0,1,حركة النهضة:1  حركة نداء تونس:1  
2,5,5,42,4,572,473,698,2,223,225,473,698,0,0,464,7,3,473,0,True,"18,15",21,0,1,0,1,23,0,17,4,2,1,10,1,8,1,0,0,9,1,0,1,0,1,2,0,0,3,2,0,1,1,0,0,125,240,4,1,0,0,0,1,0,0,0,0,3,الحزب الجمهوري:  حركة النهضة:  حركة نداء تونس:  
2,5,5,42,3,572,433,699,2,264,266,433,699,0,0,416,12,5,433,0,False,1830,2155,0,0,2,1,10,0,9,10,1,4,7,1,10,0,1,0,6,0,0,0,3,1,7,0,1,3,1,0,1,0,3,1,69,255,2,5,0,0,0,0,1,0,0,1,0,حركة النهضة:1  الاتحاد من أجل تونس :1  حركة نداء تونس:1  
2,5,5,42,2,572,472,700,3,225,228,472,700,0,0,456,11,5,472,0,False,1915,2323,0,0,0,1,14,0,9,11,1,0,6,0,6,0,0,0,7,2,0,1,0,3,5,0,2,5,1,0,1,0,1,0,86,280,3,3,3,1,0,2,1,0,0,0,1,الجبهة الشعبية:1  حركة النهضة:2  حركة نداء تونس:1  
2,5,4,41,2,534,335,600,0,265,265,335,600,0,0,326,5,4,335,0,False,19.03,21.00,0,0,0,0,10,0,17,2,0,0,9,1,15,1,2,0,5,0,0,0,0,2,2,0,0,2,1,2,0,0,1,0,36,207,3,4,0,0,0,2,0,1,1,0,0,حركة النهضة:1  حركة نداء تونس:1  
2,5,4,41,1,534,423,600,1,176,177,423,600,0,0,363,34,26,423,0,False,1900,2320,0,1,0,0,5,3,6,2,0,0,4,1,3,3,1,0,6,1,0,0,2,3,2,0,3,6,2,2,0,3,0,0,58,221,6,5,2,0,0,2,1,0,5,0,4,حركة النهضة:1  
2,5,4,40,7,529,315,601,0,286,286,315,601,0,0,301,7,7,315,0,False,18.00,21.47,0,0,0,0,6,0,20,2,1,0,5,2,4,1,0,0,7,0,0,0,1,2,2,0,0,2,2,0,1,0,0,2,65,167,2,4,0,0,2,0,0,0,0,0,1,حركة النهضة:1  حركة نداء تونس:1  
2,5,4,40,6,533,364,599,7,228,235,364,599,0,0,361,0,3,364,0,True,18.42,21.25,0,1,0,2,21,0,30,1,1,0,7,0,8,0,0,0,7,0,0,1,0,0,11,0,0,3,1,0,0,0,0,0,45,214,0,4,0,0,3,0,0,0,0,1,0,حركة النهضة:2  حركة نداء تونس:2  
2,5,4,40,5,533,381,600,2,217,219,381,600,0,0,375,5,1,381,0,False,18h18,21h15,0,1,0,2,8,0,19,1,0,2,10,1,4,0,0,0,11,0,0,0,0,1,4,1,0,3,2,0,0,0,0,2,62,231,1,1,0,0,3,3,0,0,0,0,2,حركة نداء تونس:2  حركة النهضة:1  
2,5,4,40,4,533,401,600,2,199,201,399,600,0,2,384,13,2,399,0,False,19h,21h38,0,1,0,4,12,0,8,0,0,1,7,2,12,1,0,0,4,0,0,0,0,4,5,1,0,7,0,0,0,0,1,2,94,196,3,4,2,1,4,4,2,1,0,0,1,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  
2,5,4,40,3,533,412,600,1,186,187,413,600,0,1,382,22,9,413,0,False,18h57,,1,2,1,0,7,0,14,0,0,0,3,0,6,1,0,1,4,2,0,1,1,0,9,0,3,7,3,0,0,1,1,0,85,213,2,3,2,1,1,4,0,1,1,1,0,الاتحاد الوطني الحر:1  الحزب الجمهوري:1  حركة نداء تونس:1  حركة النهضة:1  
2,5,4,40,2,533,436,599,0,163,163,436,599,0,0,413,13,10,436,0,False,18h30,21h50,1,3,0,0,11,1,13,2,0,1,6,3,7,2,1,3,5,0,2,0,0,3,5,1,0,9,3,0,1,0,1,0,69,243,1,4,2,0,3,2,1,0,0,1,3,حركة النهضة:1  حركة نداء تونس:1  
2,5,4,40,1,533,438,596,3,156,159,437,596,0,1,393,36,9,438,3,False,1845,2255,2,2,1,0,5,1,10,1,0,1,4,0,12,1,1,0,9,0,2,2,0,2,3,0,0,12,5,2,2,2,1,2,63,230,2,1,0,0,1,4,2,0,1,2,2,حركة نداء تونس:1  الجبهة الشعبية:1  حركة النهضة:1  
2,5,3,39,5,579,334,700,0,366,366,334,700,0,0,324,10,0,334,0,True,19.05,21.55,1,0,0,2,17,0,20,1,0,1,16,0,11,1,0,0,3,0,0,0,0,1,1,0,0,2,1,0,0,0,0,1,51,182,3,4,0,0,3,1,1,0,0,0,0,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:2  
2,5,3,39,4,580,353,700,1,346,347,353,700,0,0,348,3,2,353,0,False,18.45,21.52,0,0,0,1,7,0,20,3,0,0,10,0,6,1,0,0,8,1,0,0,0,1,3,0,1,0,1,1,0,1,0,1,36,240,1,4,0,0,1,0,0,0,0,0,0,حركة النهضة:1  حركة نداء تونس:1  
2,5,3,39,3,580,407,700,3,290,293,407,700,0,0,400,7,0,407,0,False,19.04,22.15,0,0,1,0,14,0,15,4,0,2,11,0,13,1,0,0,8,0,0,2,0,3,3,0,0,1,1,0,0,0,0,0,74,234,6,2,0,0,0,3,0,0,0,0,2,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  
2,5,3,39,2,580,392,700,3,306,309,391,700,0,1,374,9,8,391,0,True,19.30,21.55,1,1,0,0,7,0,7,3,1,1,3,1,10,2,0,0,3,2,0,0,2,3,2,0,1,6,2,1,0,0,0,1,71,227,3,3,0,0,3,3,0,0,1,0,3,الاتحاد الوطني الحر:1  حركة نداء تونس:1  
2,5,3,39,1,580,420,700,1,279,280,420,700,0,0,396,21,3,420,0,False,18h30,22h10,0,0,0,0,10,1,17,4,0,1,9,0,6,3,0,0,8,0,0,1,0,0,5,0,1,5,1,1,1,2,0,1,51,246,5,3,0,0,3,4,1,0,0,2,4,الاتحاد الوطني الحر:1  حركة نداء تونس:2  حركة النهضة:1  الحزب الجمهوري:1  
2,5,3,38,7,582,413,700,1,286,287,413,700,0,0,406,4,3,413,0,True,19.40,21.40,0,0,0,0,15,1,26,4,0,3,11,0,13,0,0,0,6,1,0,0,1,1,4,1,0,8,0,0,3,0,0,2,65,233,3,4,0,0,0,0,0,0,1,0,0,الاتحاد الوطني الحر:1  حركة نداء تونس:2  
2,5,3,38,6,584,422,700,0,278,278,422,700,0,0,408,14,0,422,0,True,19.00,22.00,0,0,0,0,19,0,21,4,0,3,10,0,20,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,2,0,0,1,51,255,2,6,1,0,0,0,0,0,0,0,0,حزب التكتل:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  
2,5,3,38,5,584,469,700,2,229,231,469,700,0,0,460,7,2,469,0,False,18h,23h,1,1,1,1,12,1,13,7,0,1,6,0,4,1,0,0,4,1,0,1,0,1,4,1,1,3,0,0,4,0,1,0,92,290,1,1,1,0,1,0,0,0,0,0,2,حركة نداء تونس:2  حركة النهضة:1  
2,5,3,38,4,584,463,700,1,236,237,463,700,0,0,450,10,3,463,0,False,19h,22h30,0,1,0,1,11,1,15,4,3,2,10,0,21,0,1,1,6,2,1,0,0,2,2,0,0,2,0,0,2,0,0,2,85,256,4,6,0,0,2,1,4,0,0,0,2,الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  
2,5,3,38,3,584,502,700,3,195,198,502,700,0,0,493,6,3,502,0,False,19.00,21.45,0,1,0,0,13,0,14,8,1,3,11,0,10,0,0,0,8,0,0,1,1,1,5,0,0,2,1,1,0,0,0,0,85,313,1,4,0,0,3,2,2,1,0,1,0,الجبهة الشعبية:1  الحزب الجمهوري:1  حركة النهضة:1  حركة نداء تونس:2  
2,5,3,38,2,584,492,699,2,205,207,492,699,0,0,465,22,5,492,0,False,18h25,,0,0,0,0,11,0,11,3,0,2,6,2,9,2,0,1,7,1,1,1,1,1,1,0,0,4,1,0,1,2,0,2,91,288,2,1,1,0,1,3,2,1,0,1,4,الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  افاق تونس:1  
2,5,3,38,1,584,501,700,4,195,199,501,700,0,1,468,23,10,501,0,False,19.00,21.10,2,2,1,2,10,0,10,4,1,1,4,3,13,3,1,0,8,2,0,0,1,3,1,1,0,7,2,0,1,2,0,2,60,291,9,4,0,3,2,5,1,1,2,0,3,حركة النهضة:1  حركة نداء تونس:2  
2,5,2,37,6,580,370,702,2,330,332,370,702,0,0,365,2,3,370,0,False,19.35,23.00,1,0,0,0,14,1,10,1,0,1,12,0,13,0,0,0,7,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,58,232,3,2,1,0,1,0,0,0,0,0,1,حركة نداء تونس:1  حركة النهضة:1  
2,5,2,37,5,579,402,700,2,295,297,402,699,1,0,399,1,2,402,0,False,,20.40,0,0,0,0,22,0,20,4,0,2,16,0,12,0,0,0,5,0,1,0,0,0,5,0,0,0,2,0,0,0,0,1,42,261,3,2,0,0,0,1,0,0,0,0,0,الاتحاد الوطني الحر:1  الاتحاد من أجل تونس :1  حركة النهضة:1  حركة نداء تونس:2  
2,5,2,37,4,579,477,700,3,220,223,477,700,0,0,465,6,6,477,0,False,19.30,23.30,0,0,1,0,24,1,13,6,0,3,12,0,5,2,0,0,11,0,1,1,1,1,4,0,0,0,1,0,0,0,0,1,82,277,6,7,0,0,2,2,0,0,0,0,1,حركة النهضة:1  حركة نداء تونس:1  
2,5,2,37,3,579,420,698,1,277,278,420,698,0,0,397,13,10,420,0,False,20.15,1.10,0,2,0,0,14,1,10,4,2,1,11,1,14,0,0,0,14,1,0,1,1,0,7,0,0,3,3,0,1,0,0,0,74,220,2,2,1,0,2,4,0,0,0,1,0,افاق تونس:1  الحزب الجمهوري:1  حركة نداء تونس:1  
2,5,2,37,2,579,481,701,2,217,219,482,701,0,1,469,9,4,482,0,True,19h10,23h15,0,0,1,0,10,0,4,6,1,2,11,0,9,1,1,1,8,1,0,0,2,0,2,0,0,5,4,0,0,0,0,3,74,301,6,6,0,0,3,3,2,0,0,0,2,حركة النهضة:1  حركة نداء تونس:1  
2,5,2,37,1,579,473,700,4,224,228,472,700,0,1,441,17,14,472,0,False,19.30,2310,0,1,0,0,30,0,4,5,0,0,2,2,3,0,0,0,4,1,1,2,1,0,4,1,0,8,0,0,1,1,0,2,66,279,2,4,0,1,3,3,3,3,1,2,1,حركة النهضة:  حركة نداء تونس:  الاتحاد الوطني الحر:  
2,5,1,36,4,554,364,600,2,234,236,364,600,0,0,362,2,0,364,0,False,19.00,22.30,0,0,0,0,23,1,12,8,0,3,6,0,17,0,0,0,7,0,0,2,0,1,3,0,0,1,1,0,1,0,0,0,33,237,0,6,0,0,0,0,0,0,0,0,0,حركة نداء تونس:1  حركة النهضة:1  
2,5,1,36,3,555,404,600,4,192,196,404,600,0,0,402,1,1,404,0,False,1845,2055,0,0,0,0,16,1,13,7,0,2,3,1,15,0,0,0,11,0,1,1,0,1,6,1,0,1,1,0,0,0,0,0,33,281,1,3,0,0,2,0,0,0,0,0,1,حركة النهضة:1  حركة نداء تونس:1  :  
2,5,1,36,2,555,410,600,5,185,190,410,600,0,0,406,4,0,410,0,False,18.15,21.30,0,1,1,0,15,0,8,8,0,0,9,0,14,1,0,0,8,0,0,0,2,1,2,0,0,4,0,0,0,0,0,0,47,271,2,4,1,0,2,2,0,0,0,0,3,الاتحاد الوطني الحر:  حركة النهضة:  حركة نداء تونس:  الاتحاد من أجل تونس :  
2,5,1,36,1,555,442,600,2,156,158,442,600,0,0,435,5,2,442,0,False,18.27,21.20,0,3,1,0,16,0,6,9,0,1,4,0,9,0,1,0,3,0,0,1,0,2,2,0,1,3,2,0,0,0,1,1,52,299,1,1,0,1,7,3,2,0,0,2,1,الاتحاد من أجل تونس :1  حركة النهضة:1  حركة نداء تونس:2  
2,5,1,35,7,595,385,700,1,314,315,385,700,0,0,383,0,2,385,0,False,1934,2200,0,0,0,1,23,0,15,9,0,5,5,1,9,0,0,0,3,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,40,260,2,3,1,0,2,0,0,0,0,0,0,حركة النهضة:2  حركة نداء تونس:2  حزب التكتل:1  
2,5,1,35,6,594,449,800,2,349,351,449,800,0,0,445,1,3,449,0,False,1900,2125,1,1,0,1,37,1,12,7,0,2,3,0,19,0,0,0,5,1,1,2,1,0,8,1,0,0,0,1,0,0,0,0,30,300,2,4,0,0,3,1,1,0,0,0,0,حركة النهضة:1  حركة نداء تونس:1  
2,5,1,35,5,594,449,700,2,248,250,449,699,1,0,446,0,3,449,0,False,18.30,21.20,0,0,1,1,35,0,8,2,0,2,9,0,6,0,1,0,3,0,0,1,0,0,5,0,2,0,0,0,0,0,0,0,38,324,0,4,0,0,1,1,0,0,1,1,0,حركة النهضة:  حركة نداء تونس:  
2,5,1,35,4,594,486,700,3,213,216,485,701,1,1,481,1,3,485,0,False,1925,2245,0,0,0,0,21,2,6,5,0,4,8,2,13,0,0,0,8,0,0,1,0,0,4,0,0,0,2,1,0,0,0,1,61,331,0,4,0,0,2,1,0,0,0,0,4,حركة النهضة:1  افاق تونس:1  الجبهة الشعبية:1  حركة نداء تونس:1  
2,5,1,35,3,594,466,700,5,229,234,466,700,0,0,460,4,2,466,0,True,1905,2209,0,0,1,0,17,0,7,7,1,1,5,1,11,0,1,1,5,1,1,0,1,2,2,1,1,3,1,0,0,0,0,0,71,307,2,2,2,0,1,2,0,0,1,0,1,حركة نداء تونس:1  حركة النهضة:1  الحزب الجمهوري:1  
2,5,1,35,2,594,514,700,3,184,187,513,700,0,1,506,6,1,513,0,False,,21h,0,0,0,0,22,0,10,8,1,1,8,0,11,2,0,0,4,0,0,2,1,1,2,0,1,2,1,0,1,0,0,1,66,340,2,9,0,0,5,2,0,0,0,1,2,حركة نداء تونس:1  الأمان:1  
2,5,1,35,1,594,487,700,1,212,213,487,700,0,0,461,14,12,487,0,False,19.00,21.00,0,1,0,0,26,0,7,4,0,1,1,2,7,0,0,0,6,2,0,0,2,0,2,0,0,5,3,1,0,0,2,2,57,307,2,7,1,0,3,2,1,0,0,0,2,حركة النهضة:1  حركة نداء تونس:2  
2,5,1,34,7,587,442,700,0,258,258,442,700,0,0,437,1,4,442,0,False,1830,2110,1,0,0,0,23,0,9,6,1,1,7,0,10,0,0,0,3,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,35,325,0,4,0,0,2,2,0,0,0,0,0,حركة نداء تونس:1  الاتحاد من أجل تونس :1  
2,5,1,34,6,589,463,701,0,238,238,463,701,0,0,452,2,9,463,0,False,19.25,22.30,0,1,0,1,31,0,8,15,0,4,16,0,17,0,0,0,11,0,0,0,0,0,6,0,0,0,0,0,1,0,0,2,36,295,0,5,0,0,1,2,0,0,0,0,0,الاتحاد من أجل تونس :2  حركة النهضة:1  حركة نداء تونس:1  
2,5,1,34,5,589,505,700,3,192,195,505,700,0,0,500,3,2,505,0,False,19h,21h30,0,0,0,1,18,1,6,16,1,2,10,0,11,0,0,0,11,1,0,0,2,0,3,0,0,1,0,0,0,0,0,0,54,348,1,11,0,0,1,1,0,0,0,0,0,حركة نداء تونس:1  
2,5,1,34,4,589,502,700,0,198,198,502,700,0,0,493,6,3,502,0,False,18.10,21.30,0,1,0,0,22,1,6,11,0,4,10,1,16,3,0,0,11,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,54,337,0,6,1,0,3,0,0,0,0,0,1,افاق تونس:1  حركة نداء تونس:2  
2,5,1,34,3,589,526,700,1,173,174,526,700,0,0,514,10,2,526,0,False,,22.19,0,0,0,0,12,0,2,16,0,0,9,0,11,1,0,0,3,1,0,0,0,0,2,0,0,2,1,0,0,0,1,0,47,390,2,8,0,0,2,2,1,0,0,1,0,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  
2,5,1,34,2,589,529,700,3,170,170,527,530,170,2,518,2,7,527,0,False,19.00,21.45,0,1,0,0,20,0,6,12,0,0,8,0,13,0,0,0,14,0,1,0,0,1,1,0,1,3,0,0,0,0,0,2,57,363,4,9,0,0,0,1,0,0,0,0,1,الاتحاد من أجل تونس :1  حركة نداء تونس:1  
2,5,1,34,1,589,515,700,3,182,185,515,700,0,0,504,8,3,515,0,False,19.14,22.34,0,1,1,1,16,0,4,11,1,0,4,2,6,0,0,0,11,3,1,2,2,0,1,0,0,4,0,0,0,1,0,0,59,353,7,6,1,0,4,1,0,1,0,0,0,الاتحاد الوطني الحر:2  حركة النهضة:1  حركة نداء تونس:3  
2,5,1,33,8,572,455,700,0,245,245,455,700,0,117,448,2,5,455,0,False,18.55,21.15,0,0,0,0,23,1,10,16,0,1,11,0,22,0,0,0,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,29,315,0,2,0,0,1,0,0,0,0,0,0,الاتحاد الوطني الحر:1  حركة نداء تونس:2  حركة النهضة:1  
2,5,1,33,7,572,461,700,1,238,239,461,700,0,0,458,2,1,461,0,False,1850,2130,0,0,0,0,43,0,7,19,0,3,6,0,17,0,0,0,6,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,24,319,1,4,0,0,3,0,0,0,0,0,0,حركة النهضة:1  حركة نداء تونس:1  
2,5,1,33,6,572,508,700,1,191,192,508,700,0,0,504,2,2,508,0,False,18.38,21.04,0,0,0,1,37,0,5,16,0,3,11,1,22,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,362,1,7,0,0,2,2,1,0,0,0,0,الاتحاد من أجل تونس :1  حركة النهضة:1  حركة نداء تونس:2  
2,5,1,33,5,572,504,700,3,193,196,504,700,0,0,496,3,5,504,0,False,19.00,21.33,0,1,0,0,20,0,9,18,0,0,10,0,9,1,1,0,5,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,56,352,2,6,0,0,0,0,0,0,0,1,2,الاتحاد من أجل تونس :1  حركة النهضة:1  حركة نداء تونس:2  
2,5,1,33,4,572,503,700,0,197,197,503,700,0,0,500,2,1,503,0,False,19.00,21.30,0,0,0,0,18,0,4,17,0,2,8,0,13,1,0,0,10,1,0,0,0,1,4,0,1,1,1,0,0,0,0,1,43,360,0,8,0,0,3,0,0,0,0,1,2,حزب التكتل:1  الاتحاد الوطني الحر:1  افاق تونس:1  حركة نداء تونس:1  حركة النهضة:1  
