circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,آفاق تونس,الائتلاف المستقل لحركة نور تونس,الاتحاد الوطني الحر,الاتحاد من أجل تونس,الانفتاح والوفاء,التحالف الديمقراطي,التقارب,التكتل من أجل العمل والحريات,التيار الديمقراطي,الجبهة الشعبية,الحراك الاجتماعي,الحركة الدستورية,الحركة الديمقراطية للاصلاح والبناء,الحزب الاسلامي التونسي,الحزب الاشتراكي,الحزب الجمهوري,الشعب يريد,اللقاء الدستوري,تيار المحبة,حركة الديمقراطيين الاشتراكيين,حركة الشعب,حركة الوحدة الشعبية,حركة وفاء,حزب الأمان,حزب العدالة والتنمية,حزب المبادرة,حزب المصالحة بالمنستير,حركة النهضة,دولة حق,زرقاء اليمامة,شمس المحبة,شهداء تونس,صوت شعب تونس,قائمة تصحيح المسار,قائمة حزب المؤتمر من أجل الجمهورية,حركة نداء تونس,observers
22,4,7,62,7,590,480,700,2,218,220,480,700,0,0,476,2,2,480,0,True,1820,2100,31,0,9,10,0,0,0,1,5,12,0,5,0,0,0,12,1,0,1,0,1,0,4,2,0,1,0,45,0,0,0,0,0,1,4,331,الحزب الجمهوري:1  نداء تونس:1  حزب حركة النهضة:1  الاتحاد من أجل تونس:1  
22,4,7,62,6,590,479,700,0,221,221,479,700,0,0,473,2,4,479,0,True,1830,2245,30,0,4,12,1,2,0,1,7,11,0,1,0,0,0,3,0,0,2,0,0,0,1,1,0,11,0,49,0,0,0,0,0,1,3,333,حزب حركة النهضة:1  حزب المبادرة:1  
22,4,7,62,5,590,514,700,13,173,186,514,700,0,0,510,3,1,514,0,True,1830,2200,27,0,5,3,0,3,0,1,7,13,0,1,0,0,0,3,0,1,0,0,1,0,4,1,0,11,0,59,0,1,0,0,0,6,6,357,الاتحاد من أجل تونس:1  نداء تونس:1  حزب حركة النهضة:1  
22,4,7,62,4,590,488,700,0,212,212,488,700,0,0,486,2,0,488,0,True,1815,2155,27,0,10,8,0,1,0,1,16,18,0,0,0,1,1,3,0,1,5,0,6,1,0,1,1,4,0,85,0,0,0,0,0,4,14,278,نداء تونس:2  حزب حركة النهضة:1  الاتحاد الوطني الحر:1  
22,4,7,62,3,590,535,694,1,158,159,535,694,0,0,524,10,1,535,0,True,1921,2305,14,2,1,12,1,1,1,0,4,6,0,2,0,2,1,1,6,1,0,0,2,0,1,0,1,8,2,72,0,0,0,1,0,7,2,373,الجبهة الشعبية:1  نداء تونس:1  حزب المبادرة:1  
22,4,7,62,2,590,533,700,7,160,167,533,700,0,0,518,10,5,533,0,True,1830,2052,13,1,4,3,1,2,0,0,4,6,0,1,0,3,0,3,0,0,4,2,2,1,1,0,0,8,1,46,0,0,0,2,1,5,1,403,الجبهة الشعبية:1  نداء تونس:1  حزب حركة النهضة:1  حزب المبادرة:1  آفاق تونس:1  
22,4,7,62,1,590,527,700,8,164,172,527,699,1,0,522,3,2,527,0,True,1830,2210,16,1,7,12,0,2,0,0,8,23,1,1,1,0,0,6,0,0,7,0,0,2,5,1,3,4,0,84,0,0,0,1,0,2,1,334,حزب حركة النهضة:1  نداء تونس:1  
22,4,6,61,3,401,254,500,9,237,246,254,500,0,0,247,3,4,254,0,True,19h,20h35,2,2,10,0,0,0,0,0,3,13,0,1,1,1,0,2,0,0,11,0,5,0,2,0,0,1,0,55,0,0,1,0,0,2,3,132,الجبهة الشعبية:1  حزب حركة النهضة:1  نداء تونس:1  
22,4,6,61,2,401,317,492,0,175,175,317,492,0,0,309,3,5,317,0,True,18h,20h30,3,1,15,4,2,0,0,1,6,10,0,0,0,0,0,3,0,0,8,1,4,1,2,0,0,3,0,61,2,0,1,1,0,3,0,177,الجبهة الشعبية:1  حزب حركة النهضة:1  نداء تونس:1  الاتحاد الوطني الحر:1  
22,4,6,61,1,401,318,496,0,178,178,318,496,0,178,306,9,3,318,0,True,1800,2106,11,0,22,2,1,0,1,1,1,2,1,0,1,3,1,4,1,0,7,1,7,1,1,0,0,4,2,55,1,1,0,2,1,4,2,165,الجبهة الشعبية:1  حزب حركة النهضة:1  نداء تونس:1  الاتحاد الوطني الحر:1  
22,4,6,60,5,497,265,600,0,336,336,264,600,0,1,260,1,3,264,0,True,1815,2015,11,0,17,0,0,2,0,0,11,13,0,1,0,0,0,7,1,0,8,0,4,0,3,0,0,2,0,97,0,0,0,1,0,0,9,73,حزب حركة النهضة:1  الاتحاد الوطني الحر:1  نداء تونس:1  الجبهة الشعبية:1  
22,4,6,60,4,498,382,600,2,216,218,382,600,0,0,376,1,5,382,0,True,1840,2045,24,1,14,6,0,2,0,0,10,17,0,1,0,0,1,8,1,0,1,0,0,0,3,1,0,6,0,47,0,0,0,1,0,0,4,228,حزب حركة النهضة:1  الاتحاد الوطني الحر:1  نداء تونس:2  
22,4,6,60,3,498,391,600,2,207,209,391,600,0,0,387,2,2,391,0,True,1830,2055,15,2,4,7,0,3,0,1,1,13,0,2,0,0,0,6,1,0,6,0,1,0,3,0,0,4,0,69,0,0,0,0,1,2,0,227,حزب حركة النهضة:1  نداء تونس:1  
22,4,6,60,2,498,421,598,12,165,177,421,598,0,0,411,6,4,421,0,True,1914,2135,12,2,2,16,0,1,0,1,6,5,0,0,0,0,0,7,0,0,3,0,6,0,0,2,1,5,0,82,0,2,0,0,0,4,9,244,حزب حركة النهضة:1  حزب المبادرة:1  نداء تونس:1  
22,4,6,60,1,498,417,600,1,182,183,417,600,0,0,411,3,3,417,0,True,1820,2110,8,0,10,10,0,1,0,1,8,5,1,2,0,0,1,8,3,0,3,0,5,0,2,1,2,0,0,93,1,0,0,0,0,3,4,238,الاتحاد من أجل تونس:1  حزب حركة النهضة:1  نداء تونس:1  تيار المحبة:1  
22,4,6,59,4,476,313,600,0,287,287,313,600,0,0,309,3,1,313,0,True,"18,25","20,33",11,0,21,2,0,0,0,0,3,15,0,0,0,0,0,13,0,3,10,0,0,0,1,0,0,3,0,29,0,0,0,0,0,2,0,196,نداء تونس:  الجبهة الشعبية:  الحزب الجمهوري:  حزب حركة النهضة:  
22,4,6,59,3,476,360,600,3,237,240,360,600,0,0,356,1,3,360,0,True,1820,2054,6,1,6,0,0,0,3,1,5,7,0,2,0,2,0,3,0,0,4,0,1,0,0,0,0,5,1,43,0,0,0,0,0,5,1,260,حزب حركة النهضة:1  نداء تونس:1  اللقاء الدستوري:1  الحزب الجمهوري:1  
22,4,6,59,2,476,391,600,6,203,209,391,600,0,0,385,4,2,391,0,True,1855,2100,4,0,3,2,0,2,1,1,6,9,0,2,0,0,1,6,1,0,5,1,0,0,1,1,1,0,2,64,0,1,0,1,1,3,5,261,الاتحاد الوطني الحر:1  حزب حركة النهضة:1  نداء تونس:1  
22,4,6,59,1,476,388,600,0,208,208,388,596,4,0,372,14,2,388,0,True,1815,2215,2,0,10,1,2,0,1,0,1,7,0,1,0,1,1,5,1,2,19,4,4,1,2,1,0,4,1,45,1,0,1,2,1,5,2,244,حزب حركة النهضة:1  الاتحاد الوطني الحر:1  الجبهة الشعبية:1  نداء تونس:1  الحزب الجمهوري:1  
22,4,6,58,6,532,329,600,17,254,271,329,600,0,0,321,4,4,329,0,True,1830,2045,11,1,22,2,0,3,0,0,11,19,0,0,0,1,3,4,1,0,7,1,0,0,6,1,1,3,2,39,2,0,0,1,0,1,5,174,حزب حركة النهضة:1  الجبهة الشعبية:1  نداء تونس:1  
22,4,6,58,5,533,409,600,3,188,191,409,600,0,0,404,4,1,409,0,True,1830,2020,19,2,8,4,0,1,0,1,7,13,0,1,0,1,1,5,1,0,0,0,0,0,6,0,0,2,1,36,1,0,0,0,0,2,5,287,الجبهة الشعبية:1  حزب حركة النهضة:1  نداء تونس:1  
22,4,6,58,4,533,456,600,1,143,144,456,600,0,0,451,4,1,456,0,True,1837,2055,19,5,4,4,0,2,0,0,3,4,0,1,0,0,0,4,2,0,0,0,1,0,0,0,1,7,3,67,0,0,0,0,0,5,3,316,الجبهة الشعبية:1  نداء تونس:1  حزب حركة النهضة:1  
22,4,6,58,3,533,445,596,0,151,151,445,596,0,0,438,7,0,445,0,True,1810,2100,11,3,8,2,1,2,0,0,8,22,0,0,0,0,2,3,6,0,5,0,5,0,2,0,0,3,1,71,0,0,0,0,0,8,2,273,نداء تونس:1  الحزب الجمهوري:1  حزب المبادرة:1  حزب حركة النهضة:1  
22,4,6,58,2,533,481,600,3,116,119,481,600,0,0,468,6,7,481,0,True,1830,2030,7,1,1,3,0,0,0,0,1,2,1,1,0,2,4,3,6,1,3,1,1,0,4,1,1,2,4,66,1,0,0,1,0,10,2,338,حزب حركة النهضة:1  :  
22,4,6,58,1,533,442,600,1,157,158,442,600,0,0,435,2,5,442,0,True,18.04,20.40,6,1,11,6,0,0,3,1,3,19,1,0,1,0,4,5,3,0,4,1,1,0,0,0,3,2,2,73,0,0,0,2,1,5,4,273,حزب حركة النهضة:1  الحزب الجمهوري:1  نداء تونس:1  الاتحاد الوطني الحر:1  
22,4,5,57,3,406,249,500,0,251,251,249,500,0,0,246,2,1,249,0,True,1810,,10,0,23,4,0,3,1,0,3,10,0,0,0,2,0,7,1,0,17,1,2,1,2,0,1,2,0,33,0,0,1,1,2,0,2,111,حزب حركة النهضة:1  نداء تونس:2  
22,4,5,57,2,408,295,498,0,203,203,295,498,0,0,293,2,0,295,0,True,1815,2010,8,1,8,3,0,1,0,2,7,13,0,0,0,2,1,10,0,0,14,0,1,0,1,0,0,3,0,76,0,0,1,0,0,0,6,135,تيار المحبة:1  حزب حركة النهضة:1  نداء تونس:2  الحزب الجمهوري:1  
22,4,5,57,1,408,354,506,1,157,152,354,506,0,0,345,6,3,354,0,True,1800,2030,7,0,5,2,1,3,1,2,3,11,0,2,0,0,0,6,2,0,6,0,1,0,2,0,2,6,1,88,0,1,2,0,1,3,3,184,حزب حركة النهضة:1  نداء تونس:1  
22,4,5,56,7,534,282,600,1,318,319,281,600,0,1,276,1,4,281,0,True,18h52,20h40,11,1,17,2,0,4,0,2,12,29,0,0,0,1,0,5,0,1,14,0,1,0,0,0,0,3,0,74,0,2,0,2,0,1,8,86,الحزب الجمهوري:1  نداء تونس:1  الجبهة الشعبية:1  
22,4,5,56,6,535,379,600,8,213,221,379,600,0,0,376,1,2,379,0,True,18h30,,14,1,11,8,1,1,0,2,3,26,0,0,0,0,0,2,0,0,13,0,0,0,0,0,0,3,1,74,0,0,0,1,0,0,2,213,حزب حركة النهضة:1  نداء تونس:1  الجبهة الشعبية:1  
22,4,5,56,5,535,397,600,0,203,203,397,600,0,0,394,1,2,397,0,True,1855,2050,14,2,4,2,0,2,0,1,4,7,0,0,0,0,0,2,1,0,11,0,3,0,2,0,0,6,0,65,0,0,0,0,0,4,3,260,:  
22,4,5,56,4,535,425,600,11,164,175,425,600,0,0,419,2,4,425,0,True,18h45,21h45,8,1,9,4,0,2,0,1,6,14,0,1,0,2,0,6,0,0,13,0,1,0,0,0,0,7,0,58,2,0,0,0,1,1,6,276,حزب حركة النهضة:1  نداء تونس:1  الجبهة الشعبية:1  
22,4,5,56,3,535,423,600,0,177,177,423,600,0,0,417,6,0,423,0,True,18h50,21h05,8,1,10,1,0,0,0,1,6,16,0,1,0,1,0,5,0,1,25,0,0,0,0,0,0,4,0,90,1,0,0,3,0,4,2,237,الاتحاد الوطني الحر:1  حزب حركة النهضة:1  نداء تونس:1  الجبهة الشعبية:1  
22,4,5,56,2,535,464,600,0,136,136,464,600,0,0,430,17,17,464,0,True,1845,2050,7,2,5,5,0,0,1,2,7,6,0,0,0,1,1,4,1,0,9,0,2,0,4,1,4,3,2,57,0,0,0,1,1,6,1,297,الاتحاد الوطني الحر:1  حزب حركة النهضة:1  نداء تونس:1  
22,4,5,56,1,535,405,600,0,195,195,405,600,0,0,386,11,8,405,0,True,18h40,21h40,4,2,7,1,1,0,0,3,6,21,0,1,0,2,1,4,2,2,18,1,0,1,2,0,1,6,1,96,1,0,1,2,0,2,1,196,الاتحاد الوطني الحر:1  حزب حركة النهضة:1  نداء تونس:1  تيار المحبة:1  حزب المبادرة:1  الجبهة الشعبية:1  
22,4,5,55,2,435,291,500,1,208,209,291,500,0,0,284,5,2,291,0,True,18:40,20:10,8,2,7,1,0,0,0,2,0,11,1,0,0,0,0,3,0,0,11,0,0,0,1,0,1,2,0,39,0,0,1,0,0,1,4,189,نداء تونس:  حزب حركة النهضة:  الجبهة الشعبية:  
22,4,5,55,1,434,345,500,0,155,155,345,500,0,0,330,7,8,345,0,True,1900,2100,3,2,8,1,1,2,0,4,3,11,2,3,0,3,1,4,0,1,10,1,1,1,6,0,0,5,1,49,2,1,0,1,0,8,2,193,اللقاء الدستوري:1  حزب حركة النهضة:1  نداء تونس:1  
22,4,4,54,5,548,376,600,0,224,224,376,600,0,0,374,0,2,376,0,True,1815,,10,0,12,6,0,2,0,1,8,13,0,0,0,2,1,7,4,0,1,0,4,1,6,0,0,5,3,53,0,0,0,1,2,3,6,223,حزب حركة النهضة:1  الاتحاد من أجل تونس:1  نداء تونس:1  
22,4,4,54,4,551,406,600,2,196,198,406,604,4,0,398,4,4,406,0,True,1830,2108,9,0,6,4,1,1,0,0,1,13,0,0,0,1,1,6,0,0,1,0,1,0,1,2,0,8,0,50,0,0,0,0,0,2,7,283,حزب حركة النهضة:1  الحزب الجمهوري:1  نداء تونس:1  الاتحاد الوطني الحر:1  
22,4,4,54,3,551,449,600,0,151,151,449,600,151,0,438,6,5,449,0,True,1800,,12,1,7,5,0,1,0,1,7,12,0,1,0,1,0,9,2,0,3,1,3,0,1,0,2,5,0,71,0,0,0,0,2,4,0,287,الاتحاد من أجل تونس:1  حزب حركة النهضة:1  نداء تونس:1  الجبهة الشعبية:1  
22,4,4,54,2,551,469,600,1,130,131,467,598,2,2,440,13,16,469,2,True,1840,2235,5,3,2,7,0,1,0,3,7,3,0,0,0,1,2,2,2,1,1,0,4,0,0,1,0,3,1,47,1,0,0,2,0,9,3,325,الجبهة الشعبية:1  حزب حركة النهضة:1  نداء تونس:1  
22,4,4,54,1,551,450,600,0,150,150,450,600,0,0,430,16,4,450,0,True,18h10,20h45,5,1,12,5,1,0,0,0,2,13,0,2,0,0,0,8,1,1,2,0,1,1,2,0,0,5,3,70,0,1,0,0,1,13,8,272,الجبهة الشعبية:1  حزب حركة النهضة:1  نداء تونس:1  الاتحاد الوطني الحر:1  
22,4,4,53,4,525,235,600,0,365,365,235,600,0,0,232,1,2,235,0,True,1815,1910,17,0,9,3,0,0,0,0,9,15,1,0,0,0,0,0,0,1,4,0,1,0,2,1,0,3,0,42,0,0,0,0,0,1,4,119,:  
22,4,4,53,3,525,403,600,2,195,197,403,600,0,0,400,1,2,403,0,True,1810,2135,17,0,9,2,0,0,0,2,8,7,0,0,0,1,0,2,1,0,2,0,3,0,0,0,0,4,0,33,1,0,0,0,1,2,3,302,الجبهة الشعبية:1  حزب حركة النهضة:1  الاتحاد من أجل تونس:1  حزب المبادرة:1  نداء تونس:1  
22,4,4,53,2,525,393,600,3,204,207,393,600,0,0,390,1,2,393,0,True,1817,2100,7,0,6,4,0,1,0,1,5,13,0,0,1,2,1,4,0,0,3,0,4,0,2,0,0,5,1,72,0,0,0,1,0,3,2,252,نداء تونس:1  حزب حركة النهضة:1  الاتحاد من أجل تونس:1  
22,4,3,52,2,441,270,500,0,230,230,270,500,0,0,265,1,4,270,0,True,1800,2000,8,0,9,1,0,0,0,0,6,0,0,1,1,0,0,4,0,0,3,0,0,0,0,1,0,1,0,32,0,1,0,0,0,0,3,194,الجبهة الشعبية:1  نداء تونس:1  
22,4,3,52,1,441,345,500,7,148,155,345,500,0,0,328,8,9,345,0,True,18.25,20.15,9,2,11,1,0,0,0,0,3,9,0,0,0,2,1,4,1,0,3,0,1,0,0,0,0,0,1,47,0,0,0,2,0,4,3,224,حزب حركة النهضة:1  الاتحاد الوطني الحر:1  نداء تونس:1  
22,4,3,51,8,588,337,700,1,362,363,337,700,0,0,330,4,3,337,0,True,18h30,20h17,6,1,13,5,0,0,1,2,8,22,0,0,0,0,2,3,1,0,7,1,1,0,9,0,0,3,0,72,0,0,1,1,0,3,10,158,الاتحاد من أجل تونس:1  الجبهة الشعبية:1  الحزب الجمهوري:1  حزب حركة النهضة:1  نداء تونس:1  
22,4,3,51,7,592,472,700,2,226,228,472,700,0,0,469,1,2,472,0,True,1805,2120,31,2,9,9,0,0,0,0,4,15,0,3,0,1,1,5,1,2,0,0,0,0,2,3,1,2,1,59,0,0,0,0,0,7,2,309,حزب حركة النهضة:1  الاتحاد من أجل تونس:1  نداء تونس:1  
22,4,3,51,6,592,469,700,1,230,231,469,700,0,0,458,10,1,469,0,True,1853,,19,3,6,10,1,0,0,0,3,11,0,0,0,0,0,5,2,0,0,0,1,0,2,0,0,6,3,49,0,1,0,0,0,4,5,327,الاتحاد الوطني الحر:1  الاتحاد من أجل تونس:1  نداء تونس:1  حزب حركة النهضة:1  الجبهة الشعبية:1  
22,4,3,51,5,592,510,700,4,86,190,510,700,0,0,503,7,0,510,0,True,18h30,20h15,15,3,7,6,0,1,0,0,8,6,0,0,0,2,0,8,3,0,0,0,0,1,3,0,0,9,0,96,0,0,0,1,0,11,2,321,حزب حركة النهضة:1  نداء تونس:1  الحزب الجمهوري:1  حزب المبادرة:1  
22,4,3,51,4,592,498,700,3,199,202,498,700,0,0,496,1,1,498,0,True,1830,2135,8,6,14,8,1,3,0,2,15,14,0,1,0,1,0,5,3,0,7,0,4,1,5,0,0,1,1,96,0,1,0,2,0,15,4,278,الجبهة الشعبية:1  نداء تونس:1  حزب حركة النهضة:1  الاتحاد من أجل تونس:1  
22,4,3,51,3,592,540,700,2,158,160,540,700,0,0,527,11,2,540,0,True,18h40,21h30,11,4,2,8,0,1,0,0,0,5,0,0,1,0,0,2,3,0,2,0,1,0,6,1,1,2,4,81,1,2,0,3,1,17,1,367,الاتحاد الوطني الحر:1  حزب حركة النهضة:1  نداء تونس:1  الاتحاد من أجل تونس:1  الجبهة الشعبية:1  
22,4,3,51,2,592,532,700,5,164,169,531,700,0,1,508,14,9,531,0,True,1820,2150,11,4,2,5,2,0,0,0,3,4,2,2,2,0,2,1,0,1,3,1,0,0,5,0,1,4,2,49,0,3,1,1,0,8,2,387,حزب حركة النهضة:1  آفاق تونس:1  الجبهة الشعبية:1  الاتحاد من أجل تونس:1  نداء تونس:1  الاتحاد الوطني الحر:1  
22,4,3,51,1,592,490,700,6,205,211,489,700,0,1,473,8,8,489,0,True,1800,2230,13,1,10,4,0,2,0,2,5,21,0,1,0,0,2,5,1,0,3,0,0,2,1,0,1,5,1,109,0,1,1,3,0,5,5,269,نداء تونس:1  
22,4,2,50,4,496,279,602,1,322,323,279,602,0,0,271,3,5,279,0,True,1904,2050,22,0,7,2,1,0,2,2,13,16,0,1,0,1,1,6,0,0,5,0,2,1,0,0,0,3,0,57,0,0,0,0,0,0,7,122,آفاق تونس:1  الاتحاد من أجل تونس:1  حزب حركة النهضة:1  الاتحاد الوطني الحر:1  نداء تونس:1  
22,4,2,50,3,498,415,604,1,189,190,414,604,0,1,410,1,3,414,0,True,1930,2130,25,0,6,8,0,1,0,2,10,19,0,0,0,0,1,3,1,0,0,0,1,1,1,0,0,8,0,38,0,0,0,0,0,1,2,282,حزب حركة النهضة:1  الجبهة الشعبية:1  الاتحاد الوطني الحر:1  نداء تونس:1  
22,4,2,50,2,498,403,600,10,187,197,403,600,0,0,398,3,2,403,0,True,18h,,21,1,11,4,0,3,0,3,17,21,0,1,0,0,0,4,1,0,4,0,0,0,2,2,0,2,0,71,0,2,0,0,0,3,1,224,الجبهة الشعبية:1  حزب حركة النهضة:1  
22,4,2,50,1,498,444,598,5,150,155,443,598,0,1,428,12,3,443,0,True,1800,2145,17,0,1,11,0,4,0,1,6,24,0,2,0,1,0,8,2,1,3,1,2,1,1,0,1,9,0,67,1,0,1,0,0,2,1,260,حزب حركة النهضة:1  الاتحاد من أجل تونس:1  الجبهة الشعبية:1  نداء تونس:1  الاتحاد الوطني الحر:1  
22,4,2,49,6,504,303,600,2,295,297,303,600,0,0,300,2,1,303,0,True,18:30,21:05,11,0,12,2,0,6,0,2,6,19,0,0,0,1,0,7,2,0,4,0,4,0,0,0,0,6,0,47,1,0,0,0,0,1,4,165,حزب حركة النهضة:  الجبهة الشعبية:  نداء تونس:  
22,4,2,49,5,504,376,600,2,222,224,376,600,0,0,372,2,2,376,0,True,18:40,21:25,13,0,11,4,0,0,0,0,3,15,0,1,0,0,0,7,1,0,3,0,2,4,4,1,0,5,0,27,0,1,0,0,0,3,2,265,الجبهة الشعبية:  حزب حركة النهضة:  نداء تونس:  
22,4,2,49,4,504,402,592,7,183,190,402,592,0,0,395,6,1,402,0,True,18:30,21:00,7,0,4,3,0,1,0,0,4,4,0,2,0,1,0,2,0,0,2,0,0,1,0,0,0,2,1,50,0,0,0,2,1,2,3,303,حزب حركة النهضة:  الاتحاد من أجل تونس:  نداء تونس:  
22,4,2,49,3,504,394,604,1,209,210,394,604,0,0,391,0,3,394,0,True,18:30,20:45,3,3,2,2,0,0,1,0,9,9,0,0,0,1,0,4,1,0,4,1,1,2,4,0,1,7,2,61,0,0,0,0,0,5,2,266,نداء تونس:  الجبهة الشعبية:  
22,4,2,49,2,504,422,600,6,172,178,422,600,0,0,411,11,0,422,0,True,18:39,21:45,2,1,1,5,2,1,0,1,3,6,0,1,0,1,0,4,1,0,2,1,1,0,1,1,1,1,3,46,0,0,1,1,0,4,2,317,حزب المبادرة:  حزب حركة النهضة:  الاتحاد من أجل تونس:  نداء تونس:  الجبهة الشعبية:  
22,4,2,49,1,504,411,604,3,190,193,411,604,0,0,396,12,3,411,0,True,18.15,21.00,12,1,6,4,0,0,0,5,3,12,0,2,1,0,0,10,2,0,5,0,3,5,5,3,3,2,1,50,2,1,1,1,0,7,2,247,حزب حركة النهضة:1  الجبهة الشعبية:1  نداء تونس:1  
22,4,1,48,9,563,287,700,0,413,413,287,700,0,0,278,4,5,287,0,True,18.25,21.00,26,0,0,2,0,3,0,1,30,34,0,0,0,0,0,5,0,0,4,0,6,0,2,1,0,1,0,80,1,0,0,0,0,0,12,66,حزب حركة النهضة:1  نداء تونس:1  الجبهة الشعبية:1  
22,4,1,48,8,570,335,700,2,363,365,335,700,0,0,323,10,2,335,0,True,18.45,20.30,20,0,11,2,0,3,0,1,17,30,0,0,1,0,0,5,0,0,2,0,0,0,0,0,2,3,0,91,0,0,0,0,1,0,11,123,الجبهة الشعبية:1  حزب حركة النهضة:1  الاتحاد من أجل تونس:1  نداء تونس:1  
22,4,1,48,7,570,470,700,6,224,230,470,700,0,0,461,5,4,470,0,True,18.50,21.30,30,0,7,6,0,0,0,0,14,21,0,0,0,0,1,4,1,0,0,0,0,0,0,0,1,2,1,46,0,0,0,2,0,1,3,321,الجبهة الشعبية:1  حزب حركة النهضة:1  الاتحاد الوطني الحر:1  نداء تونس:2  
22,4,1,48,6,570,456,700,6,238,244,456,700,0,0,452,1,3,456,0,True,18.30,22.01,30,1,5,6,0,3,0,1,6,11,0,0,1,0,0,8,0,0,3,0,0,0,1,1,0,5,1,40,0,0,0,2,0,8,5,314,الجبهة الشعبية:1  نداء تونس:1  الحزب الجمهوري:1  
22,4,1,48,5,570,472,700,0,228,228,472,700,0,0,467,4,1,472,0,True,1830,2034,19,0,4,4,1,1,0,1,7,17,0,1,0,1,0,3,2,0,1,0,1,0,4,0,0,3,0,75,0,0,0,2,0,2,5,313,الجبهة الشعبية:1  نداء تونس:1  حزب حركة النهضة:1  
22,4,1,48,4,570,433,696,3,260,263,433,696,0,0,427,3,3,433,0,True,1911,2120,16,0,9,4,0,4,0,2,12,20,0,0,0,1,0,4,3,0,6,0,0,0,3,1,0,5,0,92,0,0,0,0,0,4,14,227,تيار المحبة:1  حزب حركة النهضة:1  حزب المبادرة:1  نداء تونس:1  
22,4,1,48,3,570,510,700,3,187,190,510,700,0,0,500,9,1,510,0,True,19:00,22:30,10,1,5,3,1,1,1,0,4,7,0,4,1,0,0,1,0,0,1,0,0,0,3,1,0,5,0,73,0,0,0,4,1,4,1,368,حزب حركة النهضة:  الجبهة الشعبية:  الحزب الجمهوري:  نداء تونس:  
22,4,1,48,2,570,510,700,1,190,191,509,700,0,1,493,12,4,509,0,True,1840,2115,7,0,0,3,1,0,1,2,8,11,0,1,0,1,0,3,3,0,3,2,4,1,2,0,1,1,1,40,0,0,0,2,1,6,1,388,:  
22,4,1,48,1,570,462,700,16,222,238,462,700,0,0,458,4,0,462,0,True,19:00,21:14,11,0,8,5,0,5,0,1,11,21,0,2,0,0,2,8,0,0,4,0,0,1,5,1,0,6,2,87,0,0,0,1,0,2,10,265,نداء تونس:  الاتحاد الوطني الحر:  الجبهة الشعبية:  
22,3,13,47,1,458,321,500,2,178,180,320,500,0,1,311,9,0,320,0,True,18:30,20:00,1,1,3,0,0,2,0,0,3,3,0,28,0,2,0,3,0,0,1,0,7,0,4,1,2,3,0,90,0,0,1,0,0,4,3,149,نداء تونس:2  الاتحاد الوطني الحر:2  حزب حركة النهضة:  
22,3,13,46,1,554,417,600,2,181,183,417,600,0,0,393,21,3,417,0,True,1845,2132,4,0,2,1,1,1,2,0,4,7,0,1,4,0,2,11,1,0,21,0,10,0,1,0,0,7,0,94,2,0,2,3,1,2,9,200,تيار المحبة:  حزب حركة النهضة:  نداء تونس:2  
22,3,12,45,3,446,241,500,0,259,259,241,500,0,0,237,4,1,241,0,True,1820,2030,3,0,4,1,0,1,0,0,0,15,0,7,0,0,0,4,0,0,5,0,3,0,1,0,0,20,2,35,0,2,1,2,0,1,3,127,حزب حركة النهضة:1  الاتحاد الوطني الحر:1  نداء تونس:1  
22,3,12,45,2,448,282,500,1,217,218,282,500,0,0,268,4,10,282,0,True,1815,,5,0,1,0,0,1,0,0,2,7,1,12,0,0,0,6,0,0,6,0,3,0,2,0,0,12,1,50,0,3,0,0,0,1,6,149,نداء تونس:1  شمس المحبة:1  الاتحاد الوطني الحر:1  حزب حركة النهضة:1  
22,3,12,45,1,448,319,500,0,183,183,317,500,0,2,298,18,1,317,0,True,18:15,21:00,4,3,1,3,2,0,2,1,2,4,0,9,1,0,0,6,1,2,4,2,1,0,5,0,3,8,3,50,1,4,0,1,2,3,3,167,نداء تونس:  الجبهة الشعبية:  حزب حركة النهضة:  
22,3,11,44,1,356,241,400,0,160,160,240,400,0,1,229,7,4,240,0,True,18.48,20.40,2,0,1,1,0,0,0,0,3,1,0,1,1,0,0,4,0,1,2,1,6,0,3,1,0,4,0,64,0,1,1,3,0,0,0,128,حزب حركة النهضة:1  الاتحاد الوطني الحر:1  نداء تونس:2  
22,3,11,43,1,448,311,500,0,189,189,311,500,0,0,287,12,12,311,0,False,18:14,20:07,4,1,3,1,0,4,1,1,1,1,1,0,2,2,2,6,0,1,2,1,2,1,0,0,1,5,1,20,0,0,2,0,1,0,3,217,حزب المبادرة:  الاتحاد الوطني الحر:  حزب حركة النهضة:  نداء تونس:  
22,3,11,42,1,423,278,500,8,220,228,272,500,0,6,247,6,19,272,0,True,18.15,20.19,2,0,2,0,1,0,0,0,2,11,0,3,0,2,0,8,3,0,3,0,1,0,2,0,0,9,1,42,0,3,3,1,0,3,3,142,الجبهة الشعبية:1  نداء تونس:1  حزب المبادرة:1  حزب حركة النهضة:1  
22,3,11,41,3,422,245,500,0,255,255,245,500,0,0,239,2,4,245,0,True,18:30,20:50,4,0,3,0,0,1,1,1,1,9,0,1,0,0,1,3,0,0,1,1,2,1,1,0,0,16,0,26,0,4,0,0,0,0,1,161,حزب حركة النهضة:  نداء تونس:  
