circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon, الإصلاح والتنمية,آفاق تونس,الاتحاد الوطني الحر,الاحرار,الارض,الازدهار,الامل في الحياة,البديل للتشغيل والعدالة والاجتماعية,التحالف الديمقراطي,التحدي,التشغيل والتنمية,التشغيل والكرامة,التكتل من اجل العمل والحريات,التيار الديمقراطي,الجبهة الشعبية,الحركة الدستورية,الحزب الاشتراكي,الحزب الجمهوري,الربيع العربي,السلام,اللقاء الدستوري,المؤتمر من أجل الجمهورية,المبادرة,النور للديمقراطية والتنمية,الوعد الصادق,الوفاء لمشروع الشهيد,تيار المحبة,حركة الجمهورية,حركة الشعب,حركة النهضة,حركة نداء تونس,حركة وفاء,حزب الامان,شباب بلادي,صوت الفلاحين,صوت المستقبل,صوت شعب تونس,ما يرده الشعب,من اجل تحقيق سلطة الشعب,observers
8,6,6,94,1,354,175,400,0,225,225,175,400,0,0,154,17,4,175,0,False,18h,20h15,1,2,12,2,2,1,0,0,1,2,0,4,0,2,12,1,1,2,1,2,9,0,5,0,1,0,4,2,2,26,43,2,0,0,1,2,1,4,4,حركة نداء تونس:1  الجبهة الشعبية:1  الاتحاد الوطني الحر:1  حركة النهضة:1  اللقاء الدستوري:1  
8,6,5,93,1,443,225,504,1,279,280,223,503,1,2,202,19,4,225,0,True,1800,1936,0,2,8,0,2,1,2,1,3,2,2,1,4,1,17,1,3,7,2,3,6,3,1,1,1,0,17,3,2,38,48,8,0,2,1,2,3,2,0,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  اللقاء الدستوري:1  تيار المحبة:1  الجبهة الشعبية:1  
8,6,4,92,1,281,161,296,0,135,135,161,296,0,0,142,13,6,161,0,True,18h,20h30,1,0,8,0,3,0,0,0,1,1,2,2,0,4,4,5,0,3,1,2,4,0,6,0,5,1,1,2,1,34,19,0,1,0,0,1,1,1,28,حركة نداء تونس:1  حركة النهضة:2  الحركة الدستورية:1  
8,6,4,91,1,179,89,200,5,106,111,89,200,0,0,78,8,3,89,0,True,18H18,19H51,1,4,2,0,0,0,0,0,0,1,0,4,0,0,6,1,0,3,1,2,5,0,1,0,1,0,0,0,2,26,10,0,0,0,0,0,3,3,2,حركة النهضة:1  حركة نداء تونس:1  الحركة الدستورية:1  
8,6,4,90,1,122,62,200,0,138,138,62,200,0,0,54,4,4,62,0,True,18H,19H,1,1,1,2,2,0,1,0,2,2,0,1,0,0,1,0,1,2,0,2,12,1,2,0,0,0,4,0,1,2,8,0,0,0,0,1,1,0,3,حركة النهضة:1  
8,6,3,89,1,327,169,400,1,230,231,169,400,0,0,149,16,4,169,0,True,1815,2030,0,2,3,0,2,1,1,0,1,1,2,1,1,2,7,0,1,30,0,1,5,2,8,1,1,0,4,0,0,37,24,2,0,3,1,2,1,2,0,حركة النهضة:1  حركة نداء تونس:1  اللقاء الدستوري:1  الجبهة الشعبية:1  
8,6,2,88,2,549,297,600,0,303,303,297,600,0,0,288,7,2,297,0,True,1830,2100,3,2,24,1,0,1,0,2,3,0,1,6,2,3,81,1,0,9,1,0,19,8,1,0,0,0,3,4,3,51,51,2,0,1,0,1,0,2,2,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  الجبهة الشعبية:1  
8,6,2,88,1,550,412,593,1,181,182,411,593,0,1,360,26,24,410,1,True,19h10,21h15,0,2,6,3,2,1,2,2,5,3,0,10,4,4,70,2,2,7,4,3,44,7,4,1,6,0,1,5,3,77,65,2,1,2,2,1,4,1,2,حركة النهضة:1  حركة نداء تونس:1  الجبهة الشعبية:1  
8,6,2,87,4,511,263,608,3,342,345,263,608,0,0,255,4,4,263,0,True,18h,20h15,0,0,16,0,0,1,1,0,3,1,2,2,1,1,71,2,1,10,0,1,2,3,0,1,1,0,2,0,3,69,56,0,1,0,0,1,1,1,1,حركة النهضة:1  حركة نداء تونس:2  
8,6,2,87,3,512,316,600,0,284,284,316,600,0,0,300,13,3,316,0,True,18h15,20h14,2,3,9,0,0,1,1,1,5,0,2,6,1,0,81,1,0,8,1,0,12,3,2,0,0,0,7,2,1,59,76,6,0,0,1,2,3,3,1,حركة النهضة:1  اللقاء الدستوري:1  الجبهة الشعبية:1  
8,6,2,87,1,512,389,600,2,209,211,389,600,0,0,332,39,18,389,0,True,18.00,18.00,3,5,10,1,0,1,4,2,3,5,5,10,3,6,59,3,2,21,3,2,11,2,6,0,2,0,16,5,6,52,59,3,1,5,1,3,4,4,3,الجبهة الشعبية:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
8,6,2,86,4,494,260,588,1,327,328,260,588,0,0,256,4,0,260,0,True,1800,2000,4,3,28,3,0,1,0,0,2,0,0,1,0,2,76,1,1,11,6,0,3,2,3,0,0,0,5,5,2,54,36,2,0,2,0,0,0,1,2,حركة النهضة:1  حركة نداء تونس:1  الجبهة الشعبية:1  
8,6,2,86,3,496,318,600,1,281,282,318,600,0,0,305,6,7,318,0,True,1800,2100,10,1,18,10,0,0,1,0,0,0,0,4,1,3,66,0,1,11,3,2,11,1,4,0,1,0,7,8,1,69,63,0,0,2,0,0,2,2,3,:  
8,6,2,86,2,496,353,604,1,250,251,353,604,0,0,326,11,16,353,0,True,1834,,12,3,8,5,1,3,0,0,1,1,0,5,0,2,63,1,2,12,7,4,6,1,9,0,0,1,10,6,3,79,66,4,1,1,1,0,3,4,1,حركة نداء تونس:1  حركة النهضة:1  الجبهة الشعبية:1  
8,6,2,86,1,496,386,600,0,214,214,386,600,0,0,325,30,31,386,0,True,1800,,5,6,8,10,3,2,0,2,3,1,1,8,0,4,53,1,2,24,5,3,15,2,13,0,2,1,14,4,6,42,63,2,4,5,0,4,4,1,2,اللقاء الدستوري:1  حركة نداء تونس:1  الجبهة الشعبية:1  حركة النهضة:1  
8,6,2,85,2,561,324,615,12,279,291,324,615,0,0,313,10,1,324,0,True,1815,2112,2,2,23,2,0,0,0,0,4,0,1,0,1,7,81,1,0,17,2,0,8,3,7,1,0,0,8,1,1,65,69,0,0,1,1,3,0,2,0,الجبهة الشعبية:1  حركة النهضة:1  حركة نداء تونس:1  
8,6,2,85,1,561,446,600,1,113,154,446,600,0,0,414,26,6,446,0,True,1825,2100,2,3,22,3,3,3,0,1,2,3,1,12,0,4,80,3,2,21,9,3,12,3,10,2,2,2,5,4,4,69,105,3,1,2,1,6,2,3,1,
8,6,1,84,1,429,215,500,1,285,286,214,500,0,1,199,14,1,214,0,False,1813,2053,2,1,7,2,1,0,0,0,0,2,1,3,3,2,9,0,3,4,1,8,16,2,1,2,2,2,6,1,3,35,69,1,0,2,0,0,2,3,2,حركة نداء تونس:1  حركة النهضة:1  الجبهة الشعبية:1  
8,6,1,83,1,330,214,400,0,186,186,214,400,0,0,180,17,17,214,0,True,1832,2030,1,2,3,2,0,1,0,0,1,2,0,7,1,1,18,1,3,7,1,0,3,4,3,1,2,0,6,4,1,62,32,2,0,3,0,6,0,0,0,اللقاء الدستوري:1  الجبهة الشعبية:1  حركة النهضة:1  حركة نداء تونس:1  
8,4,8,71,1,176,122,204,5,77,82,122,204,0,0,109,8,5,122,0,False,18.55,20.07,2,1,8,1,1,1,0,0,0,0,1,2,1,2,8,1,1,10,0,2,0,1,0,1,1,0,0,1,0,6,39,3,3,2,2,0,6,2,0,الجبهة الشعبية:1  الحزب الجمهوري:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  
8,4,8,70,1,275,178,300,0,122,122,178,300,0,0,172,2,4,178,0,False,1815,1920,0,1,10,1,0,1,0,0,0,0,0,0,1,2,20,0,1,6,0,3,0,2,0,0,1,0,0,0,1,17,98,3,0,1,0,0,1,2,0,
8,4,7,69,1,88,52,100,0,48,48,52,100,0,0,48,4,0,52,0,False,18.10,19.00,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,1,1,3,0,1,1,1,1,0,0,2,1,0,0,0,22,2,1,0,0,0,0,1,0,حركة نداء تونس:2  
8,4,7,68,1,118,66,200,0,134,134,66,200,0,0,56,5,5,66,0,True,1823,1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,38,1,0,0,0,0,0,0,0,حركة النهضة:1  الحزب الجمهوري:1  حركة نداء تونس:1  
8,4,7,67,1,335,162,400,0,239,239,162,401,1,0,143,6,13,162,0,False,18.00,20.00,7,2,13,0,0,1,0,1,3,0,7,2,1,2,11,1,0,9,3,2,1,2,1,2,1,1,2,1,1,23,34,1,1,1,0,0,2,2,2,الحزب الجمهوري:1  حركة نداء تونس:2  حركة النهضة:1  
8,4,6,66,1,151,82,200,1,117,118,82,200,0,0,75,7,0,82,0,False,18.00,19.30,7,0,6,0,0,0,0,0,0,0,0,2,0,0,5,0,1,4,0,1,3,1,1,1,1,0,0,0,2,10,25,1,1,0,1,0,2,0,0,حركة نداء تونس:2  
8,4,6,65,1,284,180,300,1,119,120,180,300,0,0,159,21,0,180,0,True,18h20,20h10,2,0,15,0,1,0,1,0,0,0,0,5,1,1,7,3,0,20,0,0,0,1,1,0,0,0,1,0,0,19,73,0,3,0,3,0,1,1,0,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:2  
8,4,5,64,1,331,180,400,1,219,220,180,400,0,0,160,13,7,180,0,False,1815,1940,1,0,16,0,0,0,0,0,1,0,12,0,0,1,18,1,3,22,0,2,2,1,1,0,1,0,4,3,2,32,30,4,0,1,0,0,1,1,0,حركة النهضة:1  الجبهة الشعبية:1  حركة نداء تونس:1  
8,4,4,63,1,305,191,400,0,209,209,191,400,0,0,177,13,1,191,0,False,18h18,20h30,1,1,29,2,1,1,2,0,1,4,1,4,1,1,11,2,0,3,2,1,7,0,4,0,1,0,5,5,5,16,53,1,0,7,2,1,2,0,0,حركة نداء تونس:1  
8,4,4,62,1,360,213,400,0,187,187,213,400,0,0,193,12,8,213,0,False,18h19,20h13,3,3,42,2,0,1,0,1,4,1,2,2,2,0,3,2,0,19,1,1,1,2,4,0,1,0,2,3,2,31,51,1,0,2,1,1,1,0,1,حركة نداء تونس:1  الحزب الجمهوري:1  
8,4,3,61,1,381,212,400,0,188,188,212,400,0,0,180,29,3,212,0,True,18h,20h,0,1,8,1,1,0,2,1,0,0,0,2,1,2,8,1,3,5,0,4,1,3,0,0,0,0,0,1,4,21,99,3,0,2,1,0,1,4,0,حركة نداء تونس:2  الاتحاد الوطني الحر:1  الحزب الجمهوري:2  حركة النهضة:1  الحركة الدستورية:1  
8,4,2,60,1,172,108,204,1,95,96,108,204,0,0,101,4,3,108,0,True,18h23,19h36,0,1,18,0,0,0,0,0,2,0,2,3,0,2,6,0,1,6,0,1,0,0,1,0,0,1,3,0,0,6,44,2,0,0,0,0,0,1,1,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  الحزب الجمهوري:1  
8,4,2,59,1,145,87,200,0,113,113,87,200,0,0,82,3,2,87,0,True,18h30,19h15,0,0,3,1,0,0,0,0,1,0,0,0,0,1,13,0,0,8,0,1,0,1,0,0,0,0,0,1,1,3,39,3,1,0,0,1,1,0,3,حركة نداء تونس:1  الحزب الجمهوري:1  الجبهة الشعبية:1  
8,4,1,58,1,118,81,200,0,119,119,81,200,0,0,77,4,0,81,0,False,1820,1955,0,1,2,1,1,0,0,0,1,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,1,1,1,1,1,15,38,2,1,1,1,3,0,0,0,حركة نداء تونس:1  الحزب الجمهوري:1  
8,4,1,57,3,513,301,600,2,297,299,301,600,0,0,294,4,3,301,0,True,1838,2100,3,0,28,0,0,0,1,0,7,1,0,4,1,4,43,0,1,148,0,0,1,1,0,0,1,0,0,3,3,40,128,1,1,0,1,1,0,2,0,حركة النهضة:1  الحزب الجمهوري:1  الجبهة الشعبية:1  حركة نداء تونس:1  
8,4,1,57,2,515,408,600,19,173,192,408,600,0,0,381,14,13,408,0,False,1827,2038,2,2,18,1,0,0,1,0,5,1,0,0,0,1,35,0,3,30,2,4,2,0,0,1,1,0,5,16,4,50,181,9,0,2,0,2,2,1,0,حركة نداء تونس:1  الحزب الجمهوري:1  حركة النهضة:1  
8,4,1,56,3,497,304,600,0,296,296,304,600,0,0,296,5,3,304,0,False,1800,1950,0,0,25,1,0,0,2,1,1,4,1,0,1,3,42,0,0,24,0,0,0,2,2,1,1,0,1,3,1,43,130,2,1,0,1,0,1,2,0,حركة نداء تونس:1  حركة النهضة:1  الحزب الجمهوري:1  الجبهة الشعبية:1  التحدي:1  
8,4,1,56,1,498,377,601,1,223,224,377,601,0,0,317,53,7,377,0,False,1814,2100,0,1,13,0,0,1,1,1,2,1,1,5,2,1,25,0,5,17,0,7,4,4,3,0,1,2,3,1,2,37,160,3,0,3,1,2,5,3,0,الجبهة الشعبية:1  الاتحاد الوطني الحر:1  حركة النهضة:1  حركة الجمهورية:1  الحزب الجمهوري:1  حركة نداء تونس:1  
