circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,آفاق تونس,اتحاد الشباب الديمقراطي التونسي,الاتحاد الوطني الحر,الاتحاد من أجل تونس ,البناء الوطني,التآلف الوطني,التحالف الديمقراطي,التكتل من أجل العمل والحريات,التيار الديمقراطي,الجبهة الشعبية,الحزب الجمهوري,الربيع العربي لتحقيق السيادة الاقتصادية,الشعب يريد,المؤتمر من أجل الجمهورية,المبادرة,الوحدة الوطنية المستقلة,تونس اقوى,تيار المحبة,حركة الديمقراطيين الاشتراكيين,حركة الشعب,حركة النهضة,حركة نداء تونس,حركة وفاء,حزب الأمان,حزب الاصالة,حزب الانفتاح والوفاء,حزب العدالة والتنمية,حزب الغد,حزب المجد,حزب حركة الدستوريين الاحرار,حماة الوطن,شباب مدنين,صوت شعب تونس,من أجل تحقيق سلطة الشعب,observers
26,8,1,196,4,501,309,600,1,290,291,309,600,0,0,304,4,1,309,0,False,18h30,19h55,1,0,18,3,3,0,17,0,0,4,0,0,0,30,1,2,0,2,0,2,191,18,2,0,0,0,0,0,1,0,9,0,0,0,التحالف الديمقراطي:1  حركة النهضة:1  حركة نداء تونس:1  تيار المحبة:1  حماة الوطن:1  
26,8,1,196,3,502,351,600,1,248,249,351,600,0,0,344,7,0,351,0,True,18.37,20.47,1,0,5,0,1,1,15,2,3,1,7,0,1,43,1,2,1,3,0,9,201,29,0,0,0,0,0,0,0,0,13,5,0,0,الحزب الجمهوري:1  حركة النهضة:1  حركة نداء تونس:1  التكتل من أجل العمل والحريات:1  المؤتمر من أجل الجمهورية:1  
26,8,1,196,2,502,416,598,2,181,183,415,598,0,1,411,4,0,415,0,False,18:10,20:40,2,1,9,0,0,1,17,5,2,3,2,0,0,24,4,4,0,2,0,14,267,35,2,0,0,3,1,0,1,0,10,1,0,1,حركة النهضة:1  المؤتمر من أجل الجمهورية:1  
26,8,1,196,1,502,403,600,3,194,197,403,600,0,0,387,6,10,403,0,False,18h30,21h,1,0,11,3,2,1,10,1,0,2,4,0,2,20,5,6,0,5,1,11,223,49,4,2,0,0,6,1,0,0,8,4,4,1,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  حماة الوطن:1  حزب العدالة والتنمية:1  المؤتمر من أجل الجمهورية:1  
26,8,1,195,3,558,313,696,0,383,383,313,696,0,0,308,3,2,313,0,True,18.37,20.08,0,0,10,0,0,0,10,0,1,2,0,0,1,13,1,1,0,1,0,3,212,33,5,1,1,0,0,2,0,0,7,2,1,1,حركة النهضة:1  حركة نداء تونس:1  حماة الوطن:1  
26,8,1,195,2,559,400,700,0,300,300,400,700,0,0,394,3,3,400,0,False,,"19,47",1,0,11,0,1,0,15,2,1,2,1,0,0,16,4,2,1,3,0,5,285,29,2,1,0,0,1,5,0,0,4,1,0,1,آفاق تونس:2  حركة نداء تونس:  حماة الوطن:  حركة النهضة:  
26,8,1,195,1,559,430,704,0,274,274,430,704,0,0,399,19,12,430,0,True,"18,30",,9,1,8,2,1,0,6,0,3,0,5,1,0,4,3,2,2,4,1,6,259,44,2,0,1,1,3,4,1,0,11,7,3,5,المؤتمر من أجل الجمهورية:  التحالف الديمقراطي:  حركة النهضة:  حماة الوطن:  حركة نداء تونس:  
26,8,1,194,4,466,282,600,0,318,318,282,600,0,0,278,1,3,282,0,False,18,"20,45",1,0,11,0,0,0,19,2,5,1,1,0,0,25,3,1,0,4,0,4,169,14,1,0,1,0,0,0,0,3,11,2,0,0,حماة الوطن:  تيار المحبة:  حركة نداء تونس:  حركة النهضة:  
26,8,1,194,3,465,352,599,2,245,247,352,599,0,0,344,6,2,352,0,False,"18,30","21,43",3,0,5,0,0,0,18,2,1,1,2,0,0,32,1,4,0,4,0,16,204,24,4,0,1,0,1,2,0,1,14,3,1,0,حماة الوطن:  حركة نداء تونس:  حركة النهضة:  
26,8,1,194,2,465,410,600,7,183,190,410,600,0,0,404,3,3,410,0,True,"18,40","20,55",7,0,4,0,0,1,14,1,1,3,3,0,0,30,0,3,0,3,0,26,236,35,0,0,1,0,0,0,0,4,32,0,0,0,الحزب الجمهوري:  حركة نداء تونس:  حركة النهضة:  
26,8,1,194,1,465,363,600,5,233,238,362,600,0,1,354,6,2,362,0,True,1810,2000,5,1,6,2,1,0,11,1,0,3,5,0,1,21,0,4,1,5,0,15,185,35,2,1,2,1,3,3,1,2,34,3,0,0,المؤتمر من أجل الجمهورية:1  حركة النهضة:1  التحالف الديمقراطي:1  حماة الوطن:1  حركة نداء تونس:1  
26,8,1,193,5,491,278,601,1,322,323,278,601,0,0,276,1,1,278,0,False,1810,2100,2,0,15,0,0,0,11,1,4,6,2,0,0,20,0,0,0,3,0,8,158,18,3,0,1,0,2,0,0,2,17,3,0,0,حزب العدالة والتنمية:1  حركة النهضة:1  حركة نداء تونس:1  
26,8,1,193,4,492,313,599,1,285,286,313,599,0,0,307,0,5,312,0,True,1830,2030,4,1,9,2,0,1,7,0,2,1,2,0,1,20,2,2,1,1,1,6,205,23,1,0,1,0,2,0,0,1,9,3,0,0,حركة النهضة:1  من أجل تحقيق سلطة الشعب:1  حماة الوطن:1  
26,8,1,193,3,492,368,600,2,230,232,368,600,0,0,360,5,3,368,0,True,1910,2100,2,0,3,1,1,0,18,1,1,5,2,0,0,17,1,8,2,4,0,16,225,26,2,2,1,0,1,1,0,1,17,1,0,0,حماة الوطن:1  التحالف الديمقراطي:1  المؤتمر من أجل الجمهورية:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
26,8,1,193,2,492,393,600,2,205,207,393,600,0,0,378,12,3,393,0,False,1815,2025,3,0,6,1,0,1,12,1,1,3,3,0,1,27,4,6,0,3,0,18,222,33,2,0,0,0,3,0,1,3,20,1,2,1,حماة الوطن:1  حركة نداء تونس:1  التحالف الديمقراطي:1  حركة الشعب:1  حركة النهضة:1  
26,8,1,193,1,492,391,599,0,208,208,391,599,0,0,376,10,5,391,0,False,1900,2119,2,0,6,1,1,3,7,2,0,5,2,0,0,13,5,5,1,3,1,8,220,57,1,0,2,0,3,1,2,4,17,0,2,2,حماة الوطن:1  الحزب الجمهوري:1  المؤتمر من أجل الجمهورية:1  التحالف الديمقراطي:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  تيار المحبة:1  حركة النهضة:1  
26,8,1,192,4,570,325,700,0,375,375,325,700,0,0,322,2,1,325,0,False,1815,2041,2,0,15,2,0,0,11,0,1,5,2,0,0,44,1,9,0,1,0,5,167,38,4,1,0,0,0,3,0,0,9,0,1,1,حركة النهضة:1  حركة نداء تونس:1  
26,8,1,192,3,570,377,700,0,321,321,377,698,2,0,374,2,1,0,0,True,1845,,3,1,10,1,0,0,14,2,3,1,8,0,2,44,4,4,0,1,0,7,224,29,7,0,1,0,0,3,1,0,2,1,0,1,تيار المحبة:1  حماة الوطن:1  المؤتمر من أجل الجمهورية:1  حركة النهضة:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  
26,8,1,192,2,570,468,700,1,231,232,468,700,0,0,462,6,0,468,0,False,1845,2140,0,1,10,2,0,1,17,1,2,2,7,1,0,67,2,9,0,4,0,5,271,42,4,0,0,0,0,4,0,0,5,1,2,2,الحزب الجمهوري:1  حركة نداء تونس:1  حركة النهضة:1  المؤتمر من أجل الجمهورية:1  حماة الوطن:1  
26,8,1,192,1,570,438,700,3,259,262,438,700,0,0,409,18,11,438,0,False,1805,2100,1,0,12,1,0,1,8,2,3,8,5,0,0,35,4,11,0,2,0,7,216,66,2,0,1,1,2,4,0,0,13,3,1,0,التكتل من أجل العمل والحريات:1  حماة الوطن:1  الحزب الجمهوري:1  حركة النهضة:1  حركة نداء تونس:1  
26,9,7,247,1,136,99,200,0,101,101,99,200,0,0,96,0,3,99,0,False,18.25,19.20,0,0,4,0,1,0,2,0,0,1,1,0,0,2,5,1,0,0,0,0,71,3,0,0,2,0,0,0,0,0,0,1,2,0,حركة النهضة:1  حركة نداء تونس:1  الاتحاد الوطني الحر:2  
26,9,7,245,1,57,34,100,0,66,66,34,100,0,0,34,0,0,34,0,False,1800,1836,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,24,0,1,0,0,0,0,0,0,0,0,2,0,0,حركة النهضة:1  حركة نداء تونس:1  
26,9,7,244,1,239,142,300,0,158,158,142,300,0,0,131,5,6,142,0,False,1835,1930,1,0,16,1,0,1,0,0,1,1,1,0,0,9,2,0,1,3,0,3,72,6,1,0,1,1,1,0,0,0,0,2,4,3,حركة النهضة:1  حركة نداء تونس:1  الاتحاد الوطني الحر:2  
26,9,6,243,1,67,42,100,0,58,58,42,100,0,0,38,0,4,42,0,False,1825,1915,1,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,6,0,0,0,حركة النهضة:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  
26,9,6,242,1,422,332,500,4,164,168,332,500,0,0,312,16,4,332,0,False,1800,2032,0,0,41,0,0,1,1,0,0,3,1,0,0,1,1,0,2,1,0,3,243,7,2,0,1,0,0,1,1,0,0,2,0,0,الاتحاد الوطني الحر:1  حركة نداء تونس:2  حركة النهضة:1  
26,9,5,241,1,187,132,304,3,169,172,132,304,0,0,119,7,6,132,0,True,1800,1928,4,1,4,0,0,0,8,0,0,0,0,0,0,3,3,0,1,1,0,0,77,12,0,0,0,0,1,0,0,0,0,4,0,0,حركة النهضة:1  الاتحاد الوطني الحر:2  حركة نداء تونس:2  آفاق تونس:2  
26,9,5,240,1,147,94,200,0,106,106,94,200,0,0,87,3,4,94,0,False,1830,1933,5,2,3,1,2,1,0,0,0,0,0,0,0,1,1,0,2,1,2,1,48,9,0,0,0,2,0,1,0,0,1,0,0,4,الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  
26,9,5,239,2,505,269,600,0,331,331,269,600,0,0,261,3,5,269,0,False,1830,2017,1,0,9,0,0,0,15,3,0,6,6,0,1,8,1,0,0,2,1,1,173,24,4,1,0,0,0,4,0,0,0,0,1,0,التحالف الديمقراطي:1  الحزب الجمهوري:1  حركة النهضة:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  
26,9,5,239,1,506,381,600,0,219,219,381,600,0,0,353,12,16,381,0,False,1815,2015,3,1,11,1,0,1,3,2,0,5,3,0,0,11,5,1,1,0,0,6,235,36,3,0,1,0,0,11,1,0,1,8,1,2,تيار المحبة:1  حركة النهضة:1  الاتحاد الوطني الحر:2  المؤتمر من أجل الجمهورية:1  حركة نداء تونس:1  
26,9,4,238,1,258,190,304,0,114,114,190,304,0,0,183,2,5,190,0,False,1815,1920,0,0,7,1,0,0,6,0,2,0,2,0,1,7,4,1,0,0,0,1,134,12,0,1,0,0,0,1,1,0,0,0,0,2,حركة النهضة:1  حركة نداء تونس:2  
26,9,4,237,3,450,259,500,0,241,241,259,500,0,0,253,3,3,259,0,False,18.16,20.05,1,0,12,2,0,0,7,0,1,1,0,0,0,12,4,1,0,1,0,5,179,18,0,1,3,0,0,0,1,0,0,1,1,2,الحزب الجمهوري:1  حركة نداء تونس:1  
26,9,4,237,2,450,344,500,0,156,156,344,500,0,0,335,6,3,9,335,False,18.00,18.00,0,0,9,5,0,0,3,0,1,1,3,1,1,10,5,1,0,2,0,1,252,25,4,1,4,0,0,2,0,0,3,1,0,0,التحالف الديمقراطي:1  حركة نداء تونس:1  حركة النهضة:1  حماة الوطن:1  المؤتمر من أجل الجمهورية:  
26,9,4,237,1,450,354,500,20,126,146,354,500,0,0,321,27,6,354,0,False,18.30,20.25,4,0,6,5,0,0,2,2,1,1,3,0,1,11,9,0,0,3,0,7,224,26,1,0,1,0,3,3,1,0,3,3,0,1,حركة النهضة:1  تيار المحبة:1  المؤتمر من أجل الجمهورية:1  حركة نداء تونس:1  
26,9,4,236,1,542,388,600,2,210,212,388,600,0,0,380,6,2,388,0,False,18.30,21.00,1,0,6,0,1,1,4,1,0,1,2,0,0,14,3,10,0,1,1,8,282,15,3,1,2,0,3,4,1,0,12,1,0,2,حركة النهضة:1  حركة نداء تونس:1  
26,9,4,235,3,596,363,700,8,329,337,363,700,0,0,351,7,5,363,0,False,18.51,22.00,2,0,15,0,0,0,18,0,7,9,4,1,1,25,0,0,0,3,1,10,214,20,2,0,3,0,2,1,0,1,9,1,1,1,حركة النهضة:1  حركة نداء تونس:1  حركة نداء تونس:1  
26,9,4,235,2,597,466,700,0,234,234,466,700,0,0,455,6,5,466,0,False,18.45,21.05,3,0,8,1,1,0,18,0,1,5,4,1,0,29,3,4,0,4,0,15,308,26,2,1,1,0,2,1,2,0,12,3,0,0,حركة نداء تونس:1  حركة النهضة:1  الاتحاد الوطني الحر:1  حماة الوطن:1  :  
26,9,4,235,1,597,487,700,12,201,213,487,700,0,0,466,6,15,487,0,False,19.00,22.00,3,0,10,2,0,1,6,2,3,2,2,0,0,22,8,3,1,9,2,15,302,31,2,0,2,2,10,3,0,1,14,3,2,3,حركة النهضة:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  المؤتمر من أجل الجمهورية:1  
26,9,4,234,4,507,289,600,5,306,311,289,600,0,0,284,3,2,289,0,False,18.28,20.33,0,0,5,0,0,0,5,0,2,1,3,0,0,14,2,0,0,3,0,2,226,9,3,0,1,1,2,0,1,0,1,2,0,1,حركة النهضة:1  المؤتمر من أجل الجمهورية:1  حركة نداء تونس:1  
26,9,4,234,3,509,340,600,2,258,260,339,600,0,0,335,1,3,339,0,False,19.10,20.10,1,0,8,0,0,1,11,0,2,0,2,0,1,21,3,1,1,12,0,3,251,10,2,1,0,0,0,0,1,0,1,1,0,1,التحالف الديمقراطي:1  حركة النهضة:1  حماة الوطن:1  
26,9,4,234,2,509,407,595,39,149,188,407,595,0,0,397,9,1,407,0,True,18.00,22.00,0,0,5,1,0,2,7,1,1,3,7,0,1,18,11,1,0,8,0,4,296,20,0,0,2,0,2,1,1,0,1,2,0,2,حركة النهضة:1  حركة نداء تونس:1  
26,9,4,234,1,509,375,600,0,225,225,375,600,0,0,351,17,7,375,0,False,18.00,23.29,4,0,11,0,0,1,5,1,1,2,3,0,2,9,18,4,2,8,0,3,227,21,1,1,1,2,3,2,4,1,3,4,2,5,الحزب الجمهوري:1  حركة النهضة:1  حركة نداء تونس:1  تيار المحبة:1  
26,9,4,233,3,406,224,500,1,275,276,224,500,0,0,220,0,4,224,0,False,18.26,,0,0,4,0,0,1,22,0,0,1,3,0,0,11,0,7,0,1,0,0,139,21,2,0,1,0,0,0,2,0,0,1,2,2,حركة النهضة:1  حركة نداء تونس:1  
26,9,4,233,2,408,284,500,0,216,216,284,500,0,0,271,5,8,284,0,False,18.41,21.19,1,0,11,1,0,0,23,0,0,1,1,0,0,6,2,6,0,1,0,9,168,24,3,2,2,0,1,3,0,0,1,2,2,1,حركة النهضة:1  حركة نداء تونس:1  المؤتمر من أجل الجمهورية:1  
26,9,4,233,1,408,308,500,15,177,192,308,500,0,0,280,17,11,308,0,False,,20.20,6,0,13,2,2,0,15,1,0,1,5,0,1,6,2,3,2,2,3,4,152,34,2,2,2,2,0,1,4,0,5,2,1,5,الحزب الجمهوري:1  حركة النهضة:1  حركة نداء تونس:1  
26,9,4,232,7,551,304,600,0,296,296,304,600,0,0,298,2,4,304,0,False,18.30,21.00,1,0,19,2,0,0,11,0,1,4,8,0,0,8,2,0,0,3,2,7,186,20,1,1,2,0,0,8,0,2,1,3,6,0,آفاق تونس:1  حركة النهضة:1  حركة نداء تونس:1  
26,9,4,232,6,553,303,601,5,293,298,303,601,0,0,298,0,5,303,0,False,18.55,21.55,0,1,10,2,1,1,10,1,0,1,3,0,1,16,2,1,1,1,0,4,199,24,3,0,0,0,1,2,0,0,3,3,4,3,الحزب الجمهوري:1  حركة النهضة:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  المؤتمر من أجل الجمهورية:1  
26,9,4,232,5,553,348,600,3,249,252,348,600,0,0,341,3,4,348,0,False,18.30,21.15,3,0,15,2,0,0,11,0,1,3,4,0,0,18,1,2,0,8,0,11,231,20,0,0,0,0,1,4,0,0,1,1,4,0,الحزب الجمهوري:1  حركة النهضة:1  حركة نداء تونس:1  حماة الوطن:1  
26,9,4,232,4,553,394,604,4,206,210,394,604,0,0,386,2,6,394,0,False,,22h25,2,1,6,3,0,0,12,0,0,2,0,0,1,19,0,2,0,4,0,7,286,24,3,0,2,1,0,4,0,0,4,0,2,1,حركة النهضة:1  آفاق تونس:1  حركة نداء تونس:1  آفاق تونس:1  
26,9,4,232,3,553,443,600,3,154,157,443,600,0,0,435,5,3,443,0,False,18h25,,2,0,6,4,0,0,14,0,2,4,3,0,0,23,8,3,0,2,0,21,275,42,1,0,2,1,2,5,0,0,8,1,5,1,التحالف الديمقراطي:1  حركة النهضة:1  حركة نداء تونس:1  تيار المحبة:1  
26,9,4,232,2,553,425,600,1,174,175,425,600,0,0,397,22,6,425,0,False,"18,30",21,2,0,8,4,0,0,14,2,0,1,3,0,2,10,9,2,2,4,3,10,258,27,1,0,0,0,1,8,2,0,10,1,9,4,التحالف الديمقراطي:  حركة النهضة:  الجبهة الشعبية:  حركة نداء تونس:  
26,9,4,232,1,553,447,600,0,153,153,447,600,0,0,422,16,9,447,0,False,18.45,21.20,10,1,19,3,2,0,11,3,2,0,5,1,0,9,3,2,4,5,2,17,238,47,1,4,1,0,0,6,1,2,7,4,6,6,حركة النهضة:1  المؤتمر من أجل الجمهورية:1  حركة نداء تونس:1  
26,9,4,231,2,407,240,500,0,260,260,240,500,0,0,237,2,1,240,0,False,18.15,20.53,0,1,10,2,0,1,9,0,0,2,2,0,1,16,2,4,0,3,0,4,144,24,0,0,0,0,0,3,0,1,6,1,1,0,الحزب الجمهوري:1  حركة النهضة:1  المؤتمر من أجل الجمهورية:1  حركة نداء تونس:1  تيار المحبة:1  آفاق تونس:1  
26,9,4,231,1,408,313,500,1,187,188,312,500,0,1,301,6,5,312,0,True,19,"21,45",2,0,10,2,0,0,11,1,2,2,0,0,1,22,2,4,0,5,1,7,149,54,1,0,1,0,0,2,0,0,15,2,5,0,حركة النهضة:  تيار المحبة:  حماة الوطن:  حركة نداء تونس:  
26,9,4,230,5,510,284,600,0,316,316,284,600,0,0,279,2,3,284,0,False,18,"20,20",3,1,22,1,0,0,15,1,3,7,9,0,2,23,0,6,0,2,0,1,143,28,1,0,0,0,0,3,0,0,1,3,4,0,الحزب الجمهوري:  الاتحاد الوطني الحر:  آفاق تونس:  حركة نداء تونس:  حركة النهضة:  تيار المحبة:  
26,9,4,230,4,511,291,600,2,307,309,291,600,0,0,285,2,4,291,0,False,1820,2005,2,1,14,0,2,0,16,0,4,3,1,0,1,20,1,7,0,3,1,4,155,37,1,1,1,0,1,2,0,0,2,2,2,1,التحالف الديمقراطي:1  حركة نداء تونس:1  حركة النهضة:1  
26,9,4,230,3,511,372,600,0,228,228,372,600,0,0,369,2,1,372,0,False,1900,2045,5,0,9,2,0,1,21,0,1,1,3,0,0,17,1,9,1,2,1,8,228,39,0,0,1,0,0,8,0,1,3,3,4,0,المؤتمر من أجل الجمهورية:1  الجبهة الشعبية:1  حركة النهضة:1  حركة نداء تونس:1  
26,9,4,230,2,511,378,600,0,222,222,378,600,0,0,362,13,3,378,0,False,1832,2005,3,1,18,1,0,0,19,4,2,6,7,0,0,20,4,7,3,1,0,6,200,45,1,0,0,0,1,3,0,0,6,3,1,0,حركة النهضة:1  الحزب الجمهوري:1  حماة الوطن:1  الوحدة الوطنية المستقلة:1  
26,9,4,230,1,511,371,600,13,216,229,371,600,0,0,355,9,7,371,0,False,1800,2100,0,0,16,3,2,1,7,1,4,5,3,0,1,10,5,3,2,2,1,10,187,63,1,2,0,0,1,4,1,0,7,6,3,4,حركة النهضة:1  حركة نداء تونس:1  حماة الوطن:1  صوت شعب تونس:1  
26,9,3,229,6,537,279,598,5,314,319,279,598,0,0,272,3,4,279,0,False,1927,2138,3,0,13,0,0,0,4,0,0,2,6,0,1,13,1,2,0,2,0,1,189,24,2,0,5,0,0,1,0,0,0,1,2,0,صوت شعب تونس:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  
26,9,3,229,5,542,307,602,1,295,296,306,602,0,1,303,2,1,306,0,True,18.50,21.40,0,0,5,0,0,1,7,0,4,2,2,0,0,18,3,3,0,4,0,4,210,26,2,0,1,0,0,4,1,0,3,2,1,0,حركة النهضة:1  حركة نداء تونس:1  الحزب الجمهوري:1  حماة الوطن:1  
26,9,3,229,4,542,334,602,1,267,268,334,602,0,0,320,12,2,334,0,False,18h20,20h48,3,0,6,0,0,1,6,0,1,1,3,0,0,14,2,5,0,3,2,4,237,20,0,0,6,0,0,3,0,0,0,1,2,0,آفاق تونس:1  حركة النهضة:1  حركة نداء تونس:1  الجبهة الشعبية:1  
26,9,3,229,3,542,409,602,0,193,193,409,602,0,0,397,12,0,409,0,False,"18,15","21,05",4,0,6,2,1,0,13,1,0,2,3,0,0,16,2,10,0,0,1,6,284,34,0,0,7,0,1,2,0,0,1,0,1,0,حركة نداء تونس:  المؤتمر من أجل الجمهورية:  حركة النهضة:  الحزب الجمهوري:  
26,9,3,229,2,542,414,600,1,185,186,414,600,0,0,388,17,9,414,0,False,16,"20,35",3,1,4,1,0,2,8,1,1,3,7,0,2,7,6,6,1,3,1,9,263,35,2,2,3,2,0,1,1,1,5,2,3,2,الاتحاد الوطني الحر:  حركة النهضة:  آفاق تونس:  تيار المحبة:  المؤتمر من أجل الجمهورية:  حركة نداء تونس:  الحزب الجمهوري:  
26,9,3,229,1,542,409,598,0,189,189,409,598,0,0,376,7,26,409,0,False,"18,40","20,40",2,0,6,2,1,0,10,0,0,1,3,0,0,9,10,4,1,4,2,5,243,42,1,0,5,0,3,3,1,3,4,9,1,1,التآلف الوطني:  التحالف الديمقراطي:  المؤتمر من أجل الجمهورية:  حركة نداء تونس:  حركة النهضة:  
26,9,2,228,1,307,219,400,0,182,182,218,400,0,1,216,0,2,218,0,False,18.27,20.39,1,1,2,0,0,1,7,0,2,3,2,0,0,12,3,3,1,0,1,3,152,10,2,1,0,0,1,0,0,0,7,0,0,1,حركة النهضة:1  التحالف الديمقراطي:2  حزب العدالة والتنمية:1  حركة نداء تونس:1  
26,9,1,227,1,331,258,400,14,128,142,258,400,0,0,248,4,6,258,0,False,1815,1935,0,0,1,4,1,0,1,1,0,0,1,0,0,4,2,0,0,2,0,2,212,2,0,0,0,0,7,2,0,0,1,2,1,2,:  
26,5,7,127,2,478,280,600,2,318,320,280,600,0,0,276,2,2,280,0,False,1818,2030,6,0,10,0,3,1,7,4,10,6,0,0,0,33,7,0,0,0,0,1,165,22,0,0,0,1,0,0,0,0,0,0,0,0,حركة النهضة:1  حركة نداء تونس:1  
26,5,7,127,1,478,364,600,1,235,236,364,600,0,0,348,6,10,364,0,False,18h30,20h,3,0,5,8,3,0,4,4,4,10,2,0,0,30,7,2,1,2,0,5,217,26,2,0,0,0,2,1,4,0,1,3,1,1,حركة النهضة:1  حركة نداء تونس:1  المؤتمر من أجل الجمهورية:1  
26,5,6,126,1,197,113,300,0,187,187,113,300,0,0,109,1,3,113,0,True,18h10,19h30,1,0,5,0,0,0,1,1,2,1,1,0,0,10,3,0,0,1,0,1,74,2,2,0,0,1,0,1,0,0,0,1,0,1,حركة النهضة:1  حركة نداء تونس:1  
26,5,6,125,1,308,227,392,1,164,165,227,392,0,0,213,6,8,227,0,False,18h25,20h40,4,0,7,1,2,0,6,2,9,5,3,0,0,15,7,0,3,1,2,3,123,9,0,0,0,1,1,0,2,1,1,4,1,0,حركة النهضة:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  
26,5,6,124,1,287,186,400,0,214,214,186,400,0,0,182,2,2,186,0,True,18h02,21h,1,1,11,0,0,0,5,0,8,16,1,0,0,13,5,1,0,0,1,1,83,30,1,0,1,0,0,0,0,0,0,1,0,2,حركة النهضة:1  حركة نداء تونس:2  المؤتمر من أجل الجمهورية:1  الاتحاد الوطني الحر:1  
26,5,6,123,4,513,253,600,0,347,347,253,600,0,0,249,1,3,253,0,False,18h30,,2,0,14,0,0,0,6,2,4,7,3,1,0,47,1,1,1,3,0,1,125,23,2,0,0,1,1,0,2,0,1,1,0,0,حركة النهضة:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  المؤتمر من أجل الجمهورية:1  الجبهة الشعبية:1  
26,5,6,123,3,515,334,600,10,256,266,334,600,0,0,327,1,6,334,0,True,19h30,21h45,7,1,10,0,5,0,13,3,6,3,1,0,0,46,3,0,1,9,0,1,201,13,1,0,0,0,0,0,0,0,1,1,0,1,حركة النهضة:2  حركة نداء تونس:1  
26,5,6,123,2,515,401,600,1,198,199,401,600,0,0,397,2,2,401,0,False,18:30,20:20,4,0,8,2,5,0,7,4,2,8,7,2,1,46,7,4,1,11,0,2,233,30,0,2,0,0,0,0,1,1,2,3,0,4,حركة نداء تونس:1  حركة النهضة:2  المؤتمر من أجل الجمهورية:1  
26,5,6,123,1,515,352,600,0,248,248,352,600,0,0,333,9,10,352,0,False,18:40,21:00,2,0,13,2,4,0,5,9,6,6,5,0,1,37,7,3,1,2,0,4,183,25,2,1,0,1,0,1,1,0,2,4,1,5,حركة النهضة:2  التيار الديمقراطي:1  حركة نداء تونس:1  
26,5,5,122,1,485,327,600,0,273,273,327,600,0,0,313,9,5,327,0,False,18:25,20:50,11,0,13,1,5,1,1,2,6,10,3,0,1,21,6,1,0,1,0,6,199,17,0,0,0,0,0,0,1,0,1,3,1,2,الاتحاد الوطني الحر:1  الجبهة الشعبية:1  حركة نداء تونس:1  حركة النهضة:1  
26,5,5,121,1,183,105,300,0,195,195,105,300,0,0,95,9,1,105,0,False,18h30,20h35,1,0,17,1,0,0,2,1,1,1,0,0,0,9,6,0,0,0,0,1,37,10,2,0,0,1,1,0,0,1,2,0,1,0,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  
26,5,5,120,1,265,162,300,1,138,139,161,300,0,1,153,6,2,161,0,False,1825,2025,1,0,12,1,7,0,0,4,3,2,1,1,0,16,2,1,2,1,0,0,83,12,0,0,1,0,1,0,0,0,1,1,0,0,حركة النهضة:1  حركة نداء تونس:1  
26,5,5,119,3,500,302,600,11,287,298,302,600,0,0,300,1,1,302,0,False,18h20,20h25,7,0,18,2,1,0,0,1,4,2,4,1,0,38,1,1,0,2,1,5,194,13,1,0,1,0,1,0,0,0,0,0,0,2,الاتحاد الوطني الحر:1  حركة النهضة:1  
26,5,5,119,2,502,376,601,1,224,225,376,601,0,0,367,6,3,376,0,False,18h,21h,13,1,16,1,2,0,2,1,12,2,3,2,0,42,6,2,3,1,0,10,227,13,0,0,0,2,0,2,0,0,0,4,0,0,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  آفاق تونس:1  
26,5,5,119,1,502,355,600,15,230,245,355,600,0,0,333,15,7,355,0,False,18.00,20.00,8,2,14,1,1,0,4,2,6,7,1,0,1,21,14,2,0,2,0,7,209,22,1,3,0,0,0,1,1,0,0,2,0,1,الاتحاد الوطني الحر:1  آفاق تونس:1  حركة النهضة:1  المؤتمر من أجل الجمهورية:1  
26,5,4,118,1,166,113,200,0,87,87,113,200,0,0,110,2,1,113,0,False,18.20,19.38,2,0,6,0,0,1,1,0,2,1,0,0,1,12,0,0,0,2,0,0,50,28,0,0,1,0,1,1,0,0,1,0,0,0,حركة النهضة:1  حركة نداء تونس:1  
