circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,آفاق تونس,أولاد الشعب,أولاد زغوان,اتحاد الشباب الديمقراطي التونسي,اتحاد القوى الشبابية,الأمان بزغوان,الاتحاد الوطني الحر,البناء الوطني,التحالف الحر,التحالف الديمقراطي,التحدي لمستقبل أفضل,التكتل من أجل العمل والحريات,التيار الديمقراطي,الثقافة والتنوع,الجبهة الشعبية,الجبهة الوطنية للانقاذ,الحركة الدستورية,الحزب الاشتراكي,الحزب الجمهوري,الربيع العربي لتحقيق السيادة الاقتصادية,الشعب يريد,الصفاء,العدل أساس الملك,العلم نور,القائمة المستقلة لولاية زغوان ,المؤتمر من أجل الجمهورية,المبادرة,النسري,النسور ,النصر,تحيا تونس,تونسنا,تيار المحبة,حركة الديمقراطيين الاشتراكيين,حركة النهضة,حركة وفاء,حزب تونس للجميع,حزب صوت الفلاحين,شباب تونس,شباب زغوان لحزب المستقبل,صوت شعب تونس,قائمة الأمل,حركة نداء تونس,نداء قرطاج,observers
13,2,6,25,1,270,176,300,0,124,124,176,300,0,0,171,5,0,176,0,False,18h35,20h30,0,0,0,2,0,3,6,20,2,1,1,3,1,0,0,1,3,4,3,0,0,2,1,2,0,2,3,2,0,0,0,1,0,0,40,0,5,0,4,0,0,0,58,1,حركة النهضة:1  نداء تونس:1  
13,2,6,24,1,102,61,200,1,138,139,61,200,0,0,55,3,3,61,0,False,18h30,19h25,0,0,0,0,1,0,4,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,7,2,4,0,0,1,0,1,27,0,الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس:2  
13,2,6,23,1,531,351,600,0,249,249,351,600,0,0,328,18,5,351,0,False,1830,2045,14,2,4,0,0,2,10,11,1,0,2,4,0,0,5,1,67,3,10,0,3,1,2,1,1,6,12,6,2,1,5,0,2,3,40,3,4,2,1,1,1,1,92,2,نداء تونس:2  حركة النهضة:1  :  
13,2,5,22,2,520,309,600,0,291,291,309,600,0,0,295,11,3,309,0,False,19.25,21.10,2,1,3,1,0,6,23,1,2,1,0,1,3,0,14,0,3,0,4,0,0,0,1,0,0,5,2,1,0,1,1,4,7,0,74,1,5,3,0,0,0,0,125,0,حركة النهضة:2  نداء تونس:3  الاتحاد الوطني الحر:1  
13,2,5,22,1,520,393,600,0,207,207,393,600,0,0,336,36,21,393,0,False,19.10,21.20,3,0,2,1,0,1,18,1,0,1,0,0,2,2,10,1,4,6,5,0,0,0,1,2,0,1,8,1,1,1,2,4,1,1,82,1,9,2,1,1,3,3,153,1,حركة النهضة:1  نداء تونس:2  اتحاد الشباب الديمقراطي التونسي:1  الحزب الجمهوري:1  
13,2,5,21,6,592,397,685,0,288,288,397,685,0,0,391,2,4,397,0,False,19.00,21.30,5,1,4,5,0,5,51,0,0,1,4,1,11,0,22,1,2,0,12,0,0,0,0,0,1,9,1,0,6,2,0,3,4,0,90,3,2,0,0,0,0,1,144,0,حركة النهضة:1  نداء تونس:1  الحركة الدستورية:1  الاتحاد الوطني الحر:1  تيار المحبة:1  
13,2,5,21,5,596,362,700,1,337,338,362,700,0,0,352,5,5,362,0,False,18.45,21.00,5,0,2,3,0,1,34,2,1,2,4,0,8,0,18,2,0,0,10,0,0,1,4,0,0,10,2,0,6,1,0,1,2,0,84,1,5,2,3,0,0,0,137,1,نداء تونس:1  حركة النهضة:1  حركة النهضة:1  
13,2,5,21,4,596,359,702,1,342,343,359,702,0,0,351,5,3,359,0,False,1900,2100,9,0,2,2,0,7,35,0,2,2,2,1,5,0,9,2,1,1,6,0,0,0,0,0,1,4,5,0,1,1,2,6,0,2,74,1,3,1,2,3,1,0,156,2,حركة النهضة:1  نداء تونس:1  الاتحاد الوطني الحر:1  
13,2,5,21,3,596,429,700,1,276,271,429,700,0,0,420,4,5,429,0,False,19.12,21.00,5,0,0,1,1,6,42,1,11,5,3,2,8,0,11,3,3,2,7,0,1,0,1,0,1,4,10,1,7,0,1,3,2,0,126,1,4,3,0,4,0,1,149,0,نداء تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
13,2,5,21,2,596,467,700,1,232,233,467,700,0,0,451,11,5,467,0,False,19.00,22.05,6,0,1,5,0,4,24,1,1,0,1,1,8,0,13,1,7,6,6,0,6,1,1,1,7,3,9,1,15,5,0,10,6,0,135,2,5,0,1,0,1,1,155,1,نداء تونس:1  الحركة الدستورية:1  تيار المحبة:1  تونسنا:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
13,2,5,21,1,596,485,700,4,211,215,485,700,0,0,447,18,20,485,0,True,19h,22h15,1,1,0,2,3,3,25,1,2,1,5,0,2,2,13,1,4,4,5,0,0,0,1,4,4,2,8,1,10,6,4,9,4,1,98,5,15,4,2,1,3,1,187,2,الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس:1  تيار المحبة:1  الحركة الدستورية:1  
13,2,5,20,5,562,363,600,0,237,237,363,600,0,0,349,10,4,363,0,False,19h,20h52,3,0,2,1,1,1,30,1,1,2,1,0,7,0,12,0,2,0,10,0,0,0,3,0,1,8,2,0,1,2,0,4,4,0,63,1,6,0,1,0,1,0,177,1,الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس:1  
13,2,5,20,4,566,341,600,0,259,259,341,600,0,0,337,3,1,341,0,False,19h41,20h50,5,0,6,0,0,1,27,0,0,0,0,0,4,0,6,1,0,1,8,0,0,0,0,0,2,6,8,0,0,1,0,3,3,0,82,0,4,2,1,2,0,0,162,2,الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس:1  
13,2,5,20,3,566,420,600,1,179,180,420,600,0,0,397,12,11,420,0,False,19.00,21.45,6,2,2,0,1,1,13,1,0,3,2,0,2,0,4,0,1,1,8,2,1,0,2,0,2,8,9,0,1,4,0,6,3,0,97,3,4,2,3,3,0,0,200,0,حركة النهضة:1  نداء تونس:1  الاتحاد الوطني الحر:1  
13,2,5,20,2,566,449,600,0,151,151,449,600,0,0,414,31,4,449,0,False,19h25,22h10,4,0,2,0,1,5,17,4,0,1,3,1,7,0,11,1,0,5,10,0,1,0,6,0,1,1,9,0,2,1,0,8,3,0,105,2,8,2,3,1,3,3,182,1,حركة النهضة:1  نداء تونس:1  الحزب الجمهوري:1  
13,2,5,20,1,566,439,600,1,160,161,439,440,160,0,359,42,38,439,0,False,19.00,22.15,1,1,2,3,3,2,9,1,1,2,2,1,1,2,10,1,5,11,8,1,1,0,4,3,0,1,6,1,2,4,0,9,2,1,78,3,16,1,2,2,1,1,152,2,تونسنا:1  حركة النهضة:1  نداء تونس:1  الاتحاد الوطني الحر:1  تيار المحبة:1  
13,2,4,19,1,185,97,200,0,103,103,97,200,0,0,84,8,5,97,0,True,18.10,19.02,0,2,2,0,0,2,2,3,0,0,2,1,0,0,0,0,4,2,1,0,0,0,0,1,0,1,8,0,0,0,0,2,6,0,17,1,2,0,1,0,0,3,21,0,تونسنا:1  حركة النهضة:1  نداء تونس:1  الحركة الدستورية:1  تيار المحبة:1  
13,2,3,18,1,380,219,400,0,181,181,219,400,0,0,204,12,3,219,0,False,18.30,20.45,1,0,2,0,0,2,11,1,2,0,1,1,0,0,8,1,15,5,7,0,0,0,0,2,3,0,5,1,1,4,1,1,21,1,21,1,6,1,3,3,2,3,66,1,حركة النهضة:2  الحركة الدستورية:1  نداء تونس:1  
13,2,3,17,1,336,259,400,0,141,141,259,400,0,0,247,8,4,259,0,False,18.40,20.45,1,0,5,0,1,0,6,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,207,0,0,0,5,0,1,0,7,0,0,0,1,0,1,0,6,1,المبادرة:1  الحزب الجمهوري:1  تيار المحبة:1  نداء تونس:2  حركة النهضة:2  
13,2,3,16,1,260,132,300,0,168,168,132,300,0,0,125,5,2,132,0,True,1835,2004,0,0,2,0,0,2,0,2,1,1,1,2,0,0,0,0,2,3,2,0,0,1,0,0,3,0,12,1,0,0,0,0,3,0,19,1,3,0,0,0,1,0,63,0,الحركة الدستورية:1  نداء تونس:2  حركة النهضة:2  
13,2,2,15,1,461,236,500,4,260,264,236,500,0,0,226,4,6,236,0,True,18h30,20h42,1,0,2,2,0,4,5,0,3,0,0,1,0,2,2,0,2,2,3,0,0,0,0,2,2,3,2,1,0,1,1,2,5,0,34,1,27,0,0,0,1,0,113,2,تيار المحبة:1  نداء تونس:1  حركة النهضة:1  
13,2,1,14,4,532,344,600,0,256,256,344,600,0,0,326,14,4,344,0,False,18.45,21.00,7,1,3,1,0,0,38,0,1,0,0,2,1,0,11,0,2,0,6,0,0,0,0,0,1,2,8,0,1,4,0,13,0,1,85,3,6,1,1,0,2,0,124,1,تونسنا:1  حركة النهضة:1  نداء تونس:1  الاتحاد الوطني الحر:1  
13,2,1,14,3,535,374,600,0,226,226,374,600,0,0,364,6,4,374,0,False,18.30,20.55,1,0,2,2,0,3,29,2,1,0,1,3,8,0,6,0,0,3,10,1,0,1,1,0,1,4,14,0,1,0,1,21,2,1,89,1,8,1,3,1,0,0,139,3,المبادرة:1  الاتحاد الوطني الحر:1  نداء تونس:1  تونسنا:1  حركة النهضة:1  تيار المحبة:1  
13,2,1,14,2,535,440,600,1,159,160,440,600,0,0,427,10,3,440,0,False,18.40,21.25,2,1,1,2,0,3,23,0,1,1,0,1,3,0,11,2,2,7,9,0,0,0,8,0,1,0,20,1,1,2,0,14,1,0,138,5,5,1,1,2,3,4,149,2,نداء تونس:1  حركة النهضة:1  تونسنا:1  الحزب الجمهوري:1  
13,2,1,14,1,535,419,600,0,181,181,419,600,0,0,364,30,25,419,0,False,18.45,21.00,3,0,1,7,2,4,9,4,0,0,0,3,1,2,4,1,3,17,4,2,2,0,5,1,1,0,19,1,3,2,2,17,2,2,61,1,6,2,1,0,2,5,162,0,نداء تونس:1  تيار المحبة:1  تونسنا:1  حركة النهضة:1  
13,2,1,13,3,540,310,600,1,289,290,310,600,0,0,306,3,1,310,0,True,19.13,22.20,9,1,7,1,0,2,23,2,0,1,0,1,5,0,9,2,0,3,3,0,1,0,3,1,2,4,5,2,3,2,0,6,3,0,54,2,2,3,0,1,1,1,141,0,نداء تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
13,2,1,13,2,540,373,600,1,227,228,372,600,0,1,360,6,6,372,0,True,19.00,22.20,3,1,5,0,0,6,21,2,3,2,1,0,5,1,13,1,1,2,6,0,1,0,2,1,1,3,8,1,3,0,0,5,6,0,96,5,10,1,0,0,1,0,141,2,الاتحاد الوطني الحر:1  نداء تونس:1  حركة النهضة:1  
13,2,1,13,1,540,415,600,3,183,186,415,601,1,0,371,33,11,415,0,False,1915,2222,2,0,1,2,0,5,15,1,4,0,2,2,1,0,4,1,6,9,5,0,2,1,6,1,1,3,7,2,1,4,2,6,7,0,89,7,16,2,2,0,2,3,146,1,نداء تونس:1  تونسنا:1  الاتحاد الوطني الحر:1  حركة النهضة:1  تيار المحبة:1  الحزب الجمهوري:1  
13,4,8,77,1,563,380,600,1,220,221,379,600,0,1,358,12,9,379,0,True,1900,2125,3,1,6,8,2,2,34,4,4,1,1,10,1,0,26,1,0,1,7,2,0,1,0,3,2,8,2,0,3,0,1,2,4,0,64,4,10,6,4,1,2,1,124,2,الجبهة الشعبية:1  تونسنا:1  الحركة الدستورية:1  حركة النهضة:2  اتحاد الشباب الديمقراطي التونسي:1  
13,4,8,76,1,215,158,301,1,142,143,158,301,0,0,152,6,0,158,0,True,18.15,19.50,1,0,1,4,0,0,13,1,2,6,0,0,0,1,3,0,0,3,0,0,1,0,0,1,4,1,1,0,1,1,1,0,3,0,23,1,6,4,0,1,0,2,65,1,تيار المحبة:1  الاتحاد الوطني الحر:1  حركة النهضة:1  تونسنا:1  
13,4,7,75,1,318,164,400,0,236,236,164,400,0,0,147,13,4,164,0,True,1845,2000,5,1,1,5,1,0,13,2,5,3,0,7,2,0,5,1,3,1,4,1,1,0,0,0,4,2,3,1,3,0,2,1,3,3,28,0,4,2,2,0,1,0,26,1,نداء تونس:1  حركة النهضة:2  اتحاد الشباب الديمقراطي التونسي:1  الاتحاد الوطني الحر:1  المبادرة:1  تيار المحبة:1  
13,4,6,74,1,163,121,200,1,78,79,121,200,0,0,105,11,5,121,0,False,1820,1950,2,0,1,0,0,0,10,1,0,1,0,1,0,1,7,1,0,0,0,0,1,1,2,0,2,2,1,0,1,0,1,1,4,2,15,1,2,0,2,1,1,0,38,2,الاتحاد الوطني الحر:3  نداء تونس:1  حركة النهضة:1  
13,4,6,73,1,306,180,400,0,220,220,180,400,0,0,161,12,7,180,0,False,1835,1950,2,0,1,1,0,0,2,2,0,0,1,1,0,0,4,2,1,6,2,1,0,0,1,6,2,1,0,1,1,1,1,1,0,2,39,2,3,2,8,0,0,2,56,0,آفاق تونس:1  نداء تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
13,4,5,72,4,568,336,599,0,263,263,336,599,0,0,327,8,1,336,0,True,1800,2200,4,1,1,3,0,0,25,0,1,1,0,5,5,0,9,1,3,2,7,0,1,0,0,1,4,6,1,0,2,0,1,0,11,0,110,5,1,0,39,3,2,1,68,3,حركة النهضة:2  نداء تونس:1  الجبهة الشعبية:1  الاتحاد الوطني الحر:1  الحركة الدستورية:1  آفاق تونس:1  
13,4,5,72,3,570,333,601,1,267,268,333,601,0,0,322,8,3,333,0,True,1830,2152,2,1,1,1,1,0,22,1,0,1,0,2,5,3,8,1,0,3,7,0,1,0,2,1,1,6,8,1,1,0,0,1,12,0,120,2,7,0,43,0,0,0,56,1,حركة النهضة:2  الاتحاد الوطني الحر:1  نداء تونس:1  
13,4,5,72,2,570,403,600,1,197,198,402,600,0,1,385,8,9,402,0,False,1830,2046,5,1,2,0,0,1,25,5,1,1,2,3,4,1,4,3,4,3,7,0,1,0,1,2,2,8,5,0,3,0,1,0,10,3,134,1,2,3,43,3,1,0,87,3,حركة النهضة:1  نداء تونس:1  الاتحاد الوطني الحر:1  تيار المحبة:1  
13,4,5,72,1,570,423,600,0,177,177,423,600,0,0,362,31,30,423,0,True,18h37,22h,2,1,3,2,1,0,21,6,1,0,1,5,3,1,11,5,7,6,13,1,0,0,3,1,4,5,7,2,6,2,3,1,8,1,73,6,12,0,35,1,4,3,84,4,الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس:1  شباب تونس:1  
13,4,4,71,1,502,309,600,0,291,291,309,600,0,0,282,6,21,309,0,False,18h15,20h28,1,1,7,3,0,2,26,2,0,1,0,1,1,0,4,0,6,4,1,0,1,0,2,2,6,7,2,1,3,2,1,4,4,1,53,3,4,0,2,0,3,1,119,1,الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس:1  الحزب الجمهوري:1  
13,4,4,70,2,455,270,500,0,230,230,270,500,0,0,264,3,3,270,0,True,18:25,20:45,2,1,0,3,0,0,41,2,1,5,0,4,0,1,18,0,1,10,4,0,0,0,0,0,0,1,2,1,0,0,0,3,7,1,43,1,5,1,0,1,0,0,98,7,تيار المحبة:1  نداء تونس:3  تونسنا:1  الاتحاد الوطني الحر:2  حركة النهضة:1  
13,4,4,70,1,456,359,516,2,155,157,359,516,0,0,326,27,6,359,0,True,19.00,21.30,1,3,2,2,1,1,29,1,0,1,1,2,1,1,12,1,0,8,1,0,0,0,1,0,3,4,7,2,1,2,1,6,13,0,53,3,17,1,1,2,1,2,128,10,تيار المحبة:1  نداء تونس:1  حركة النهضة:1  الاتحاد الوطني الحر:2  التحالف الحر:1  
13,4,3,69,1,142,101,200,1,99,100,100,200,0,1,87,9,4,100,0,True,1815,1929,0,0,2,2,0,0,17,0,0,1,1,0,1,0,7,3,0,0,1,0,0,2,0,2,1,1,2,0,1,0,0,1,5,0,25,1,0,0,1,0,0,0,10,0,حركة النهضة:1  تيار المحبة:1  الاتحاد الوطني الحر:2  الجبهة الشعبية:1  
13,4,3,68,1,296,209,400,0,191,191,209,400,0,0,189,6,14,209,0,False,18.20,19.47,0,0,0,16,2,1,29,1,6,0,1,1,0,1,1,0,5,1,0,0,0,0,0,0,5,1,1,0,0,2,2,1,1,0,44,4,7,0,0,1,3,1,50,1,حركة النهضة:1  نداء تونس:1  
13,4,2,67,2,549,321,600,0,279,279,321,600,0,0,305,7,9,321,0,False,18:41,21:20,5,3,1,4,0,0,54,5,3,1,1,1,2,1,14,1,0,3,4,4,2,0,0,1,8,7,4,1,1,2,1,0,2,3,87,1,8,0,9,1,4,1,53,2,تونسنا:1  حركة النهضة:1  الاتحاد الوطني الحر:1  الجبهة الشعبية:1  
13,4,2,67,1,550,387,600,1,212,213,387,600,0,0,345,25,17,387,0,False,18:28,21:02,7,4,1,6,1,1,30,5,1,3,2,2,1,2,7,2,3,0,3,2,2,2,0,1,4,5,4,2,6,1,0,2,4,3,139,1,6,2,9,1,4,2,57,5,الاتحاد الوطني الحر:2  حركة النهضة:1  اتحاد الشباب الديمقراطي التونسي:1  
13,4,1,66,3,449,310,500,1,189,190,310,500,0,0,300,8,2,310,0,False,19:05,21:40,7,0,2,45,0,2,34,0,5,2,0,2,1,0,16,4,4,1,2,0,0,2,1,0,8,7,2,1,0,0,0,0,1,0,83,0,1,0,2,1,0,3,60,1,الجبهة الشعبية:1  نداء تونس:1  الاتحاد الوطني الحر:1  اتحاد الشباب الديمقراطي التونسي:1  الحركة الدستورية:1  حركة النهضة:1  
13,4,1,66,2,450,327,500,0,173,173,327,173,0,173,315,8,4,327,0,False,18:45,,3,1,2,38,0,1,31,0,8,2,0,4,1,1,7,3,4,2,4,1,1,0,0,2,10,3,1,0,0,0,0,1,1,1,110,0,3,2,2,0,0,3,61,1,تونسنا:1  قائمة الأمل:1  الحزب الجمهوري:1  حركة النهضة:1  نداء تونس:1  اتحاد الشباب الديمقراطي التونسي:1  الاتحاد الوطني الحر:1  الجبهة الشعبية:1  
13,4,1,66,1,450,367,500,0,133,133,367,500,0,0,321,39,7,367,0,False,18:30,21:00,0,0,2,36,2,4,29,2,10,2,1,8,1,0,5,2,8,3,5,3,3,1,0,1,12,2,1,1,1,0,1,1,5,1,114,3,3,2,0,2,0,3,41,0,حركة النهضة:1  التحالف الحر:1  الاتحاد الوطني الحر:1  نداء تونس:2  الحزب الجمهوري:1  
13,4,1,65,3,589,404,700,0,296,296,404,700,0,0,404,5,4,413,9,True,18:33,20:35,3,0,3,41,0,0,37,1,10,3,0,11,3,1,9,2,2,0,3,0,1,0,0,2,12,6,4,1,1,1,0,1,2,0,144,2,0,0,3,0,0,2,83,1,اتحاد الشباب الديمقراطي التونسي:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
13,4,1,65,2,589,446,700,1,253,254,446,700,0,0,429,9,8,446,0,True,19h15,23h,7,0,1,39,0,0,39,4,10,1,1,4,5,0,15,4,3,2,0,0,0,0,1,0,12,6,4,2,4,1,0,2,4,0,148,0,3,3,4,0,1,9,89,1,قائمة الأمل:1  الاتحاد الوطني الحر:1  نداء تونس:1  
13,4,1,65,1,583,473,700,3,224,227,473,700,0,0,448,22,3,473,0,True,"18,30","20,45",2,0,1,27,2,3,18,3,6,1,1,13,2,0,10,6,9,5,4,2,1,1,1,2,16,3,3,5,3,0,2,4,6,1,154,1,6,1,3,0,2,5,111,2,التحالف الديمقراطي:  شباب زغوان لحزب المستقبل:  الحركة الدستورية:  نداء تونس:  
